Name,Height,CanopyCover,DBH
Aesculus hippocastanum,12.0,19.6,40.0
Aesculus hippocastanum,8.0,38.5,50.0
Aesculus hippocastanum,7.0,12.6,35.0
Aesculus hippocastanum,8.0,12.6,40.0
Aesculus hippocastanum,8.0,3.1,25.0
Aesculus hippocastanum,8.0,50.3,60.0
Aesculus hippocastanum,6.0,12.6,28.0
Aesculus hippocastanum,5.0,7.1,25.0
Tilia cordata,6.0,7.1,13.0
Tilia cordata,5.0,7.1,10.0
Tilia cordata,4.0,4.9,7.0
Tilia cordata,4.0,3.1,8.0
Tilia cordata,3.5,4.9,10.0
Tilia cordata,6.0,7.1,11.0
Tilia cordata,5.0,3.1,8.0
Tilia cordata,3.0,0.8,7.0
Tilia cordata,6.0,12.6,12.0
Tilia cordata,7.0,28.3,19.0
Tilia cordata,8.0,50.3,26.0
Tilia cordata,7.0,38.5,21.0
Tilia cordata,8.0,38.5,22.0
Platanus x hispanica,10.0,95.0,32.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,19.6,13.0
Carpinus betulus,3.5,0.8,8.0
Carpinus betulus,6.0,19.6,14.0
Carpinus betulus,6.0,12.6,11.0
Celtis australis,13.0,132.7,52.0
Celtis australis,6.0,12.6,19.0
Celtis australis,6.0,12.6,20.0
Celtis australis,5.0,7.1,14.0
Celtis australis,6.0,12.6,26.0
Celtis australis,13.0,132.7,64.0
Celtis australis,8.3,35.2,30.1
Aesculus hippocastanum,22.0,314.2,75.0
Celtis australis,8.3,35.2,30.1
Carpinus betulus,4.0,3.1,7.0
Carpinus betulus,4.0,7.1,7.0
Carpinus betulus,8.0,28.3,13.0
Celtis australis,8.3,35.2,30.1
Carpinus betulus,20.0,12.6,60.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.0,28.3,22.0
Aesculus hippocastanum,10.0,50.3,22.0
Carpinus betulus,10.0,28.3,18.0
Carpinus betulus,5.0,12.6,12.0
Carpinus betulus,10.0,28.3,18.0
Carpinus betulus,10.0,28.3,23.0
Aesculus hippocastanum,10.0,78.5,50.0
Aesculus hippocastanum,10.0,78.5,50.0
Celtis australis,13.0,78.5,40.0
Aesculus hippocastanum,10.0,50.3,60.0
Aesculus hippocastanum,6.0,7.1,18.0
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Aesculus hippocastanum,11.0,50.3,35.0
Aesculus hippocastanum,10.0,50.3,45.0
Aesculus hippocastanum,11.0,50.3,40.0
Aesculus hippocastanum,6.0,19.6,24.0
Aesculus hippocastanum,11.0,78.5,44.0
Aesculus hippocastanum,7.0,201.1,40.0
Celtis australis,11.0,78.5,37.0
Celtis australis,12.0,78.5,35.0
Celtis australis,8.3,35.2,30.1
Aesculus hippocastanum,10.0,28.3,60.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,5.5,7.1,22.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.0,28.3,25.0
Celtis australis,9.0,50.3,29.0
Aesculus hippocastanum,8.0,28.3,45.0
Aesculus hippocastanum,6.0,19.6,30.0
Aesculus hippocastanum,12.0,28.3,30.0
Aesculus hippocastanum,12.0,50.3,40.0
Aesculus hippocastanum,7.0,12.6,28.0
Aesculus hippocastanum,9.0,38.5,42.0
Aesculus hippocastanum,12.0,28.3,40.0
Aesculus hippocastanum,10.0,78.5,62.0
Aesculus hippocastanum,8.0,28.3,50.0
Aesculus hippocastanum,9.0,12.6,35.0
Aesculus hippocastanum,4.0,3.1,10.0
Aesculus hippocastanum,12.0,50.3,55.0
Aesculus hippocastanum,8.0,12.6,45.0
Aesculus hippocastanum,12.0,28.3,40.0
Aesculus hippocastanum,12.0,28.3,50.0
Aesculus hippocastanum,10.0,50.3,60.0
Aesculus hippocastanum,6.0,7.1,18.0
Aesculus hippocastanum,12.0,38.5,60.0
Aesculus hippocastanum,6.0,7.1,18.0
Aesculus hippocastanum,4.0,12.6,10.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,3.1,7.0
Carpinus betulus,10.0,7.1,10.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Celtis australis,12.0,153.9,60.0
Celtis australis,16.0,63.6,70.0
Celtis australis,12.0,50.3,45.0
Celtis australis,17.0,132.7,70.0
Celtis australis,14.0,95.0,60.0
Celtis australis,15.0,201.1,80.0
Celtis australis,25.0,12.6,35.0
Celtis australis,9.0,50.3,19.0
Celtis australis,3.0,1.8,3.0
Celtis australis,6.0,28.3,20.0
Celtis australis,7.0,78.5,25.0
Celtis australis,8.0,38.5,18.0
Celtis australis,8.0,38.5,17.0
Celtis australis,8.0,38.5,25.0
Celtis australis,8.0,19.6,18.0
Celtis australis,7.0,28.3,22.0
Celtis australis,13.0,153.9,60.0
Celtis australis,16.0,63.6,70.0
Celtis australis,9.0,7.1,15.0
Celtis australis,13.0,132.7,71.0
Celtis australis,3.5,12.6,13.0
Celtis australis,8.0,38.5,16.0
Celtis australis,8.0,38.5,18.0
Celtis australis,8.0,50.3,18.0
Celtis australis,8.0,38.5,15.0
Celtis australis,8.0,50.3,22.0
Celtis australis,8.0,28.3,22.0
Celtis australis,8.5,28.3,29.0
Celtis australis,10.0,56.7,22.0
Celtis australis,14.0,63.6,100.0
Celtis australis,12.0,50.3,90.0
Platanus x hispanica,24.0,283.5,120.0
Platanus x hispanica,22.0,254.5,140.0
Platanus x hispanica,16.0,132.7,180.0
Platanus x hispanica,28.0,176.7,130.0
Platanus x hispanica,25.0,254.5,140.0
Platanus x hispanica,25.0,176.7,160.0
Platanus x hispanica,24.0,254.5,130.0
Platanus x hispanica,24.0,283.5,140.0
Platanus x hispanica,30.0,415.5,210.0
Platanus x hispanica,23.0,283.5,160.0
Platanus x hispanica,21.0,254.5,100.0
Platanus x hispanica,16.0,113.1,100.0
Platanus x hispanica,21.0,227.0,110.0
Platanus x hispanica,17.0,95.0,130.0
Platanus x hispanica,18.0,201.1,120.0
Platanus x hispanica,16.0,254.5,140.0
Platanus x hispanica,23.0,380.1,160.0
Platanus x hispanica,14.0,113.1,100.0
Platanus x hispanica,26.0,452.4,180.0
Platanus x hispanica,12.0,113.1,130.0
Platanus x hispanica,18.0,314.2,160.0
Platanus x hispanica,25.0,254.5,120.0
Platanus x hispanica,27.0,530.9,200.0
Platanus x hispanica,28.0,490.9,130.0
Platanus x hispanica,24.0,227.0,100.0
Platanus x hispanica,25.0,346.4,180.0
Platanus x hispanica,24.0,530.9,180.0
Platanus x hispanica,20.0,132.7,110.0
Tilia cordata,5.0,12.6,17.0
Celtis australis,12.0,50.3,41.0
Celtis australis,12.0,95.0,41.0
Celtis australis,12.0,50.3,40.0
Celtis australis,17.0,63.6,70.0
Celtis australis,12.0,95.0,70.0
Celtis australis,18.0,113.1,85.0
Celtis australis,15.0,63.6,85.0
Celtis australis,9.0,113.1,85.0
Celtis australis,18.0,78.5,70.0
Celtis australis,17.0,50.3,85.0
Celtis australis,9.0,113.1,80.0
Celtis australis,9.0,50.3,65.0
Celtis australis,11.0,63.6,40.0
Celtis australis,15.0,12.6,20.0
Celtis australis,10.0,7.1,30.0
Celtis australis,12.0,12.6,15.0
Aesculus hippocastanum,6.0,7.1,15.0
Aesculus hippocastanum,8.0,28.3,40.0
Aesculus hippocastanum,6.0,28.3,30.0
Aesculus hippocastanum,7.0,19.6,35.0
Aesculus hippocastanum,8.0,12.6,25.0
Aesculus hippocastanum,14.0,63.6,60.0
Aesculus hippocastanum,6.0,7.1,15.0
Aesculus hippocastanum,8.0,28.3,35.0
Aesculus hippocastanum,8.0,50.3,30.0
Carpinus betulus,10.0,28.3,18.0
Carpinus betulus,6.0,12.6,16.0
Carpinus betulus,10.0,7.1,10.0
Carpinus betulus,10.0,7.1,10.0
Carpinus betulus,12.0,7.1,20.0
Carpinus betulus,12.0,7.1,20.0
Carpinus betulus,18.0,12.6,25.0
Carpinus betulus,20.0,12.6,25.0
Carpinus betulus,12.0,28.3,40.0
Carpinus betulus,12.0,50.3,40.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,6.0,12.6,13.0
Celtis australis,10.0,63.6,25.0
Celtis australis,10.0,63.6,25.0
Celtis australis,12.0,78.5,27.0
Celtis australis,20.0,12.6,30.0
Celtis australis,7.0,12.6,15.0
Platanus x hispanica,25.0,283.5,160.0
Platanus x hispanica,26.0,380.1,170.0
Platanus x hispanica,26.0,415.5,190.0
Platanus x hispanica,25.0,380.1,180.0
Platanus x hispanica,20.0,113.1,90.0
Platanus x hispanica,20.0,113.1,120.0
Platanus x hispanica,21.0,201.1,100.0
Aesculus hippocastanum,3.0,7.1,8.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,5.0,19.6,30.0
Aesculus hippocastanum,7.5,12.6,18.0
Aesculus hippocastanum,8.0,9.6,16.0
Aesculus hippocastanum,12.0,9.6,22.0
Celtis australis,10.0,50.3,29.0
Celtis australis,8.0,78.5,35.0
Platanus x hispanica,10.0,78.5,28.0
Platanus x hispanica,10.0,95.0,26.0
Platanus x hispanica,6.5,19.6,16.0
Platanus x hispanica,6.5,19.6,15.0
Tilia cordata,10.0,78.5,30.0
Celtis australis,14.0,113.1,52.0
Celtis australis,12.5,78.5,45.0
Celtis australis,10.0,113.1,28.0
Platanus x hispanica,3.0,3.1,10.0
Tilia cordata,4.0,1.8,8.0
Tilia cordata,5.0,7.1,10.0
Tilia cordata,4.5,3.1,10.0
Celtis australis,13.0,38.5,42.3
Platanus x hispanica,24.0,314.2,110.0
Platanus x hispanica,25.0,452.4,160.0
Celtis australis,9.0,50.3,3.0
Celtis australis,20.0,7.1,28.0
Aesculus hippocastanum,8.0,28.3,28.0
Carpinus betulus,14.0,12.6,32.8
Carpinus betulus,12.0,28.3,21.0
Carpinus betulus,10.0,28.3,21.0
Carpinus betulus,12.0,38.5,22.0
Carpinus betulus,14.0,38.5,17.0
Carpinus betulus,13.0,38.5,26.0
Celtis australis,9.0,50.3,25.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Aesculus hippocastanum,6.0,7.1,16.0
Aesculus hippocastanum,12.0,50.3,50.0
Aesculus hippocastanum,12.0,28.3,40.0
Aesculus hippocastanum,8.0,50.3,22.0
Aesculus hippocastanum,7.0,12.6,30.0
Aesculus hippocastanum,12.0,28.3,40.0
Aesculus hippocastanum,12.0,50.3,60.0
Aesculus hippocastanum,8.0,28.3,20.0
Aesculus hippocastanum,12.0,28.3,30.0
Aesculus hippocastanum,8.0,28.3,28.0
Aesculus hippocastanum,9.0,50.3,38.0
Aesculus hippocastanum,8.0,12.6,35.0
Aesculus hippocastanum,8.0,28.3,40.0
Aesculus hippocastanum,8.0,28.3,35.0
Aesculus hippocastanum,6.0,28.3,36.0
Aesculus hippocastanum,6.0,28.3,25.0
Aesculus hippocastanum,9.0,50.3,45.0
Aesculus hippocastanum,5.0,7.1,18.0
Aesculus hippocastanum,8.0,28.3,50.0
Aesculus hippocastanum,10.0,28.3,30.0
Aesculus hippocastanum,12.0,50.3,65.0
Aesculus hippocastanum,6.0,12.6,30.0
Aesculus hippocastanum,9.0,28.3,35.0
Aesculus hippocastanum,12.0,63.6,65.0
Aesculus hippocastanum,7.0,28.3,32.0
Aesculus hippocastanum,8.0,28.3,35.0
Aesculus hippocastanum,7.0,28.3,30.0
Aesculus hippocastanum,12.0,28.3,65.0
Aesculus hippocastanum,12.0,38.5,50.0
Aesculus hippocastanum,12.0,28.3,18.0
Aesculus hippocastanum,12.0,50.3,70.0
Aesculus hippocastanum,7.0,28.3,30.0
Aesculus hippocastanum,5.0,12.6,18.0
Aesculus hippocastanum,12.0,38.5,30.0
Aesculus hippocastanum,12.0,28.3,60.0
Aesculus hippocastanum,7.0,28.3,20.0
Aesculus hippocastanum,12.0,50.3,65.0
Aesculus hippocastanum,9.0,28.3,25.0
Aesculus hippocastanum,6.0,28.3,25.0
Aesculus hippocastanum,9.0,28.3,60.0
Aesculus hippocastanum,6.0,7.1,25.0
Aesculus hippocastanum,7.0,28.3,20.0
Aesculus hippocastanum,6.0,12.6,15.0
Aesculus hippocastanum,12.0,78.5,85.0
Aesculus hippocastanum,7.0,50.3,40.0
Aesculus hippocastanum,12.0,78.5,80.0
Aesculus hippocastanum,12.0,78.5,72.0
Aesculus hippocastanum,12.0,50.3,72.0
Aesculus hippocastanum,12.0,38.5,70.0
Aesculus hippocastanum,10.0,63.6,60.0
Aesculus hippocastanum,6.0,7.1,30.0
Aesculus hippocastanum,12.0,28.3,40.0
Aesculus hippocastanum,4.0,3.1,20.0
Aesculus hippocastanum,12.0,50.3,80.0
Aesculus hippocastanum,12.0,78.5,70.0
Aesculus hippocastanum,10.0,38.5,50.0
Aesculus hippocastanum,12.0,78.5,70.0
Aesculus hippocastanum,12.0,78.5,50.0
Aesculus hippocastanum,12.0,78.5,80.0
Aesculus hippocastanum,10.0,19.6,45.0
Aesculus hippocastanum,3.0,3.1,10.0
Carpinus betulus,6.0,12.6,13.0
Carpinus betulus,10.0,153.9,50.0
Platanus x hispanica,25.0,314.2,190.0
Platanus x hispanica,25.0,314.2,180.0
Platanus x hispanica,17.0,176.7,100.0
Platanus x hispanica,26.0,530.9,190.0
Platanus x hispanica,26.0,380.1,100.0
Platanus x hispanica,27.0,452.4,190.0
Celtis australis,13.0,78.5,48.0
Celtis australis,4.5,9.6,15.0
Celtis australis,6.0,12.6,18.0
Celtis australis,6.0,12.6,16.0
Celtis australis,7.0,28.3,20.0
Celtis australis,8.0,50.3,28.0
Celtis australis,6.0,38.5,26.0
Carpinus betulus,5.0,9.6,12.0
Carpinus betulus,5.0,7.1,12.0
Carpinus betulus,4.5,4.9,12.0
Carpinus betulus,4.5,4.9,10.0
Carpinus betulus,3.0,0.8,8.0
Carpinus betulus,5.0,4.9,10.0
Carpinus betulus,9.0,63.6,29.0
Carpinus betulus,8.0,50.3,26.0
Carpinus betulus,6.0,7.1,11.0
Carpinus betulus,7.0,19.6,13.0
Carpinus betulus,7.0,19.6,13.0
Carpinus betulus,7.0,12.6,13.0
Carpinus betulus,7.0,7.1,13.0
Carpinus betulus,7.0,12.6,15.0
Carpinus betulus,7.0,12.6,15.0
Carpinus betulus,7.0,12.6,15.0
Carpinus betulus,7.0,12.6,15.0
Carpinus betulus,7.0,7.1,13.0
Carpinus betulus,7.0,12.6,15.0
Carpinus betulus,7.0,7.1,13.0
Carpinus betulus,7.0,7.1,13.0
Tilia cordata,6.0,12.6,15.0
Tilia cordata,4.0,4.9,9.0
Tilia cordata,4.0,7.1,11.0
Tilia cordata,5.0,12.6,12.0
Tilia cordata,7.0,28.3,17.0
Tilia cordata,7.0,28.3,19.0
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,8.4,32.7,39.6
Aesculus hippocastanum,9.0,28.3,32.0
Aesculus hippocastanum,12.0,63.6,50.0
Aesculus hippocastanum,9.5,38.5,26.0
Aesculus hippocastanum,10.0,38.5,25.0
Aesculus hippocastanum,9.0,19.6,29.0
Aesculus hippocastanum,10.0,28.3,26.0
Aesculus hippocastanum,9.5,38.5,24.0
Carpinus betulus,14.0,50.3,19.0
Carpinus betulus,13.0,50.3,23.0
Carpinus betulus,14.0,12.6,18.0
Carpinus betulus,7.0,12.6,18.0
Carpinus betulus,8.0,78.5,20.0
Carpinus betulus,6.2,10.1,17.0
Carpinus betulus,11.0,28.3,16.0
Carpinus betulus,12.0,78.5,29.0
Carpinus betulus,6.2,10.1,17.0
Celtis australis,15.0,95.0,54.0
Celtis australis,14.0,113.1,57.0
Celtis australis,20.0,113.1,52.0
Celtis australis,15.0,95.0,50.0
Celtis australis,15.0,113.1,52.0
Celtis australis,15.0,95.0,50.0
Celtis australis,13.0,103.9,51.0
Celtis australis,13.0,113.1,54.0
Celtis australis,15.0,95.0,50.0
Celtis australis,13.0,113.1,58.0
Celtis australis,15.0,113.1,57.0
Celtis australis,13.0,113.1,58.0
Celtis australis,14.0,113.1,57.0
Celtis australis,15.0,113.1,60.0
Celtis australis,15.0,132.7,63.0
Celtis australis,13.0,113.1,56.0
Celtis australis,13.0,95.0,50.0
Celtis australis,14.0,113.1,56.0
Celtis australis,15.0,103.9,56.0
Celtis australis,14.0,113.1,51.0
Celtis australis,14.0,113.1,55.0
Celtis australis,8.3,35.2,30.1
Celtis australis,14.0,103.9,53.0
Celtis australis,13.0,95.0,55.0
Celtis australis,15.0,95.0,56.0
Celtis australis,14.0,95.0,56.0
Celtis australis,14.0,113.1,60.0
Celtis australis,14.0,113.1,56.0
Celtis australis,14.0,113.1,60.0
Celtis australis,15.0,132.7,68.0
Celtis australis,14.0,122.7,68.0
Celtis australis,14.0,122.7,61.0
Celtis australis,13.0,95.0,56.0
Celtis australis,8.3,35.2,30.1
Celtis australis,14.0,113.1,62.0
Celtis australis,8.3,35.2,30.1
Celtis australis,13.0,122.7,65.0
Celtis australis,13.0,113.1,62.0
Celtis australis,14.0,113.1,50.0
Celtis australis,3.5,1.8,7.0
Celtis australis,13.0,103.9,55.0
Celtis australis,14.0,113.1,65.0
Celtis australis,11.0,63.6,32.0
Celtis australis,11.0,50.3,24.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,30.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,14.0,50.3,28.0
Celtis australis,3.5,0.8,7.0
Celtis australis,12.0,63.6,44.0
Celtis australis,12.0,63.6,44.0
Celtis australis,6.0,50.3,27.0
Celtis australis,12.0,78.5,42.0
Celtis australis,12.0,78.5,46.0
Celtis australis,14.0,113.1,60.0
Celtis australis,13.0,78.5,39.0
Celtis australis,12.0,95.0,42.0
Celtis australis,13.0,95.0,55.0
Celtis australis,13.0,103.9,52.0
Celtis australis,7.0,38.5,26.0
Celtis australis,11.5,86.6,32.0
Celtis australis,6.0,28.3,25.0
Celtis australis,13.0,122.7,54.0
Celtis australis,13.0,113.1,50.0
Celtis australis,15.0,95.0,45.0
Celtis australis,13.0,103.9,48.0
Celtis australis,19.0,103.9,48.0
Celtis australis,12.0,103.9,50.0
Celtis australis,12.0,113.1,50.0
Celtis australis,12.0,122.7,52.0
Celtis australis,12.0,95.0,47.0
Celtis australis,12.0,113.1,50.0
Celtis australis,12.0,113.1,52.0
Celtis australis,12.0,113.1,50.0
Celtis australis,12.0,113.1,50.0
Celtis australis,14.0,95.0,48.0
Celtis australis,18.0,95.0,49.0
Celtis australis,15.0,113.1,53.0
Celtis australis,15.0,122.7,58.0
Celtis australis,13.0,122.7,55.0
Celtis australis,13.0,113.1,52.0
Celtis australis,15.0,95.0,50.0
Celtis australis,20.0,113.1,53.0
Celtis australis,8.0,23.8,19.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,15.0,113.1,50.0
Celtis australis,6.0,28.3,22.0
Celtis australis,15.0,113.1,50.0
Celtis australis,6.0,28.3,19.0
Celtis australis,4.5,12.6,14.0
Celtis australis,4.5,12.6,18.0
Celtis australis,4.5,12.6,16.0
Celtis australis,4.5,12.6,16.0
Celtis australis,4.5,12.6,16.0
Celtis australis,6.0,28.3,20.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,19.0
Celtis australis,5.0,19.6,16.0
Celtis australis,5.0,19.6,16.0
Celtis australis,5.0,19.6,16.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,6.0,28.3,18.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,6.0,28.3,19.0
Celtis australis,6.0,28.3,19.0
Celtis australis,5.0,9.6,15.0
Celtis australis,4.5,9.6,14.0
Celtis australis,5.5,12.6,17.0
Celtis australis,6.0,9.6,15.0
Celtis australis,8.3,35.2,30.1
Celtis australis,10.0,63.6,25.0
Celtis australis,11.0,78.5,39.0
Celtis australis,12.5,95.0,40.0
Celtis australis,13.0,95.0,39.0
Celtis australis,15.0,113.1,50.0
Celtis australis,11.0,50.3,34.0
Celtis australis,10.0,28.3,25.0
Celtis australis,9.0,19.6,19.0
Celtis australis,11.0,63.6,40.0
Celtis australis,12.0,63.6,48.0
Celtis australis,6.0,28.3,20.0
Celtis australis,5.0,12.6,9.0
Celtis australis,7.5,28.3,13.0
Celtis australis,7.5,28.3,14.0
Celtis australis,12.0,113.1,28.0
Celtis australis,14.0,95.0,33.0
Celtis australis,15.0,132.7,45.0
Celtis australis,13.0,63.6,40.0
Celtis australis,8.3,35.2,30.1
Celtis australis,13.0,78.5,48.0
Celtis australis,11.0,12.6,17.0
Celtis australis,11.0,12.6,16.0
Celtis australis,11.0,38.5,18.0
Celtis australis,11.0,38.5,24.0
Celtis australis,11.0,63.6,25.0
Celtis australis,8.3,35.2,30.1
Celtis australis,8.3,35.2,30.1
Celtis australis,10.0,38.5,45.0
Celtis australis,10.0,38.5,38.0
Celtis australis,8.0,50.3,22.0
Celtis australis,9.0,50.3,27.0
Celtis australis,10.0,63.6,29.0
Celtis australis,11.0,78.5,55.0
Celtis australis,11.0,63.6,32.0
Celtis australis,10.0,50.3,35.0
Celtis australis,10.0,50.3,38.0
Celtis australis,10.0,50.3,38.0
Celtis australis,10.0,50.3,28.0
Celtis australis,10.0,50.3,34.0
Celtis australis,12.0,50.3,42.0
Celtis australis,12.0,63.6,58.0
Celtis australis,12.0,63.6,54.0
Celtis australis,8.0,28.3,25.0
Celtis australis,12.0,63.6,49.0
Celtis australis,4.0,12.6,11.0
Celtis australis,10.0,50.3,32.0
Celtis australis,14.0,38.5,25.0
Celtis australis,14.0,50.3,29.0
Celtis australis,8.5,28.3,22.0
Carpinus betulus,13.0,50.3,23.0
Celtis australis,11.0,50.3,34.0
Celtis australis,5.0,3.1,7.3
Tilia cordata,4.0,3.1,9.0
Tilia cordata,8.0,50.3,18.0
Tilia cordata,4.0,3.1,7.0
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,7.0,28.3,29.0
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Tilia cordata,6.4,14.9,18.6
Celtis australis,6.0,28.3,25.0
Aesculus hippocastanum,8.4,28.3,10.0
Aesculus hippocastanum,8.4,28.3,20.0
Aesculus hippocastanum,8.4,28.3,20.0
Aesculus hippocastanum,8.4,28.3,35.0
Aesculus hippocastanum,8.4,28.3,35.0
Aesculus hippocastanum,8.4,28.3,35.0
Aesculus hippocastanum,8.4,28.3,35.0
Aesculus hippocastanum,12.0,176.7,100.0
Platanus x hispanica,26.0,314.2,200.0
Platanus x hispanica,18.0,314.2,150.0
Platanus x hispanica,15.0,201.1,170.0
Platanus x hispanica,25.0,452.4,150.0
Platanus x hispanica,18.0,227.0,180.0
Platanus x hispanica,25.0,380.1,180.0
Platanus x hispanica,23.0,254.5,140.0
Platanus x hispanica,19.0,254.5,150.0
Platanus x hispanica,18.0,254.5,130.0
Platanus x hispanica,14.0,176.7,50.0
Platanus x hispanica,14.0,415.5,210.0
Platanus x hispanica,16.0,380.1,170.0
Platanus x hispanica,22.0,346.4,170.0
Platanus x hispanica,18.0,314.2,140.0
Carpinus betulus,13.0,12.6,20.0
Carpinus betulus,13.0,28.3,15.0
Carpinus betulus,14.0,50.3,26.0
Aesculus hippocastanum,12.0,50.3,50.0
Aesculus hippocastanum,6.0,28.3,20.0
Aesculus hippocastanum,12.0,113.1,76.0
Aesculus hippocastanum,13.0,63.6,82.0
Aesculus hippocastanum,13.0,28.3,44.0
Aesculus hippocastanum,13.0,50.3,46.0
Aesculus hippocastanum,5.0,12.6,12.0
Aesculus hippocastanum,12.0,78.5,56.0
Aesculus hippocastanum,13.0,113.1,72.0
Aesculus hippocastanum,13.0,38.5,48.0
Aesculus hippocastanum,5.0,7.1,15.0
Aesculus hippocastanum,5.0,12.6,9.0
Aesculus hippocastanum,10.0,78.5,52.0
Aesculus hippocastanum,13.0,12.6,32.0
Aesculus hippocastanum,12.0,63.6,60.0
Aesculus hippocastanum,5.0,7.1,12.0
Platanus x hispanica,22.0,176.7,64.0
Platanus x hispanica,22.0,201.1,142.0
Platanus x hispanica,23.0,346.4,100.0
Platanus x hispanica,22.0,132.7,50.0
Platanus x hispanica,21.0,50.3,55.0
Platanus x hispanica,22.0,176.7,110.0
Platanus x hispanica,21.0,132.7,70.0
Platanus x hispanica,23.0,153.9,105.0
Platanus x hispanica,25.0,153.9,90.0
Platanus x hispanica,23.0,227.0,110.0
Platanus x hispanica,23.0,78.5,85.0
Platanus x hispanica,21.0,63.6,72.0
Platanus x hispanica,25.0,283.5,100.0
Platanus x hispanica,23.0,132.7,105.0
Platanus x hispanica,22.0,95.0,90.0
Platanus x hispanica,22.0,132.7,38.0
Platanus x hispanica,24.0,254.5,135.0
Celtis australis,14.0,113.1,58.0
Celtis australis,18.0,63.6,58.0
Platanus x hispanica,25.0,254.5,105.0
Platanus x hispanica,21.0,176.7,60.0
Platanus x hispanica,19.0,132.7,80.0
Platanus x hispanica,24.0,346.4,110.0
Platanus x hispanica,21.0,254.5,105.0
Platanus x hispanica,20.0,78.5,50.0
Platanus x hispanica,23.0,95.0,80.0
Platanus x hispanica,21.0,113.1,80.0
Platanus x hispanica,19.0,227.0,80.0
