Species,Height,Diameter,Leaf_area,CO2,Canopy_size
Tilia cordata,6.0,31.0,81.5,5.1,28.3
Tilia cordata,6.0,28.0,73.9,4.4,28.3
Tilia cordata,6.0,33.0,83.4,5.5,28.3
Tilia cordata,6.0,30.0,80.6,4.9,28.3
Platanus x hispanica,17.0,55.0,488.1,18.1,113.1
Tilia cordata,7.0,35.0,61.7,6.0,19.6
Tilia cordata,9.0,35.0,68.7,6.0,19.6
Tilia cordata,9.0,35.0,52.9,6.0,19.6
Tilia cordata,9.0,35.0,206.1,6.0,50.3
Tilia cordata,9.0,35.0,206.1,6.0,50.3
Tilia cordata,7.0,35.0,61.7,6.0,19.6
Tilia cordata,7.0,35.0,61.7,6.0,19.6
Carpinus betulus,4.0,18.0,7.6,3.5,3.1
Carpinus betulus,4.0,18.0,8.7,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,17.0,9.0,3.2,3.1
Carpinus betulus,4.0,17.0,6.9,3.2,3.1
Carpinus betulus,4.0,17.0,9.0,3.2,3.1
Carpinus betulus,4.0,17.0,6.9,3.2,3.1
Carpinus betulus,4.0,17.0,6.9,3.2,3.1
Carpinus betulus,4.0,17.0,8.0,3.2,3.1
Carpinus betulus,4.0,17.0,7.5,3.2,3.1
Celtis australis,13.0,80.0,261.6,1.2,50.3
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.7,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.1,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.6,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.1,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,8.7,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.7,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.6,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,7.6,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,8.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.1,3.5,3.1
Carpinus betulus,4.0,18.0,8.7,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
Carpinus betulus,4.0,18.0,8.7,3.5,3.1
Aesculus hippocastanum,6.0,41.0,63.9,9.8,19.6
Celtis australis,6.0,38.0,132.6,1.6,50.3
Celtis australis,4.0,35.0,145.9,1.5,50.3
Tilia cordata,7.0,25.0,51.7,3.8,19.6
Tilia cordata,7.0,30.0,58.5,4.9,19.6
Tilia cordata,7.0,30.0,45.0,4.9,19.6
Carpinus betulus,3.0,5.0,2.6,0.8,0.8
Carpinus betulus,3.0,5.0,2.1,0.8,0.8
Carpinus betulus,3.0,5.0,2.1,0.8,0.8
Aesculus hippocastanum,6.0,35.0,82.5,7.7,28.3
Aesculus hippocastanum,6.0,35.0,93.2,7.7,28.3
Aesculus hippocastanum,3.0,14.0,16.6,2.0,7.1
Aesculus hippocastanum,6.0,30.0,83.2,6.2,28.3
Aesculus hippocastanum,3.0,14.0,13.8,2.0,7.1
Aesculus hippocastanum,4.0,21.0,12.4,3.6,7.1
Aesculus hippocastanum,3.0,14.0,16.6,2.0,7.1
Platanus x hispanica,21.0,140.0,611.8,0.7,113.1
Aesculus hippocastanum,8.0,60.5,446.3,17.7,113.1
Aesculus hippocastanum,15.0,92.0,574.2,18.9,113.1
Aesculus hippocastanum,10.0,47.0,318.1,12.3,63.6
Aesculus hippocastanum,14.0,70.0,470.1,22.5,95.0
Tilia cordata,3.0,10.0,2.9,1.1,0.8
Celtis australis,6.0,34.0,39.9,1.4,19.6
Aesculus hippocastanum,10.0,60.0,57.5,17.6,12.6
Aesculus hippocastanum,10.0,48.0,41.0,12.6,12.6
Aesculus hippocastanum,8.0,60.0,51.0,17.5,12.6
Aesculus hippocastanum,10.0,60.0,50.9,17.6,12.6
Carpinus betulus,10.0,50.0,45.1,0.3,12.6
Aesculus hippocastanum,10.0,60.0,57.5,17.6,12.6
Celtis australis,8.0,35.0,54.2,1.5,19.6
Celtis australis,8.0,35.0,48.0,1.5,19.6
Celtis australis,8.0,35.0,48.0,1.5,19.6
Celtis australis,8.0,52.0,62.3,2.0,19.6
Celtis australis,5.0,20.0,17.9,1.0,12.6
Celtis australis,5.0,20.0,23.3,1.0,12.6
Celtis australis,5.0,32.0,25.9,1.4,12.6
Celtis australis,5.0,20.0,23.3,1.0,12.6
Celtis australis,5.0,20.0,23.3,1.0,12.6
Celtis australis,5.0,20.0,23.3,1.0,12.6
Celtis australis,5.0,20.0,20.6,1.0,12.6
Celtis australis,5.0,20.0,23.3,1.0,12.6
Celtis australis,5.0,31.0,27.2,1.4,12.6
Celtis australis,6.0,28.0,42.4,1.3,19.6
Celtis australis,6.0,28.0,39.9,1.3,19.6
Celtis australis,6.0,28.0,34.7,1.3,19.6
Celtis australis,6.0,28.0,42.4,1.3,19.6
Celtis australis,6.0,35.0,37.5,1.5,19.6
Celtis australis,6.0,28.0,39.9,1.3,19.6
Celtis australis,6.0,25.0,40.8,1.2,19.6
Aesculus hippocastanum,7.0,41.0,103.2,9.9,28.3
Aesculus hippocastanum,7.0,30.0,92.4,6.2,28.3
Aesculus hippocastanum,7.0,35.0,97.6,7.8,28.3
Aesculus hippocastanum,7.0,42.0,98.1,10.2,28.3
Aesculus hippocastanum,6.0,32.0,69.5,6.8,28.3
Aesculus hippocastanum,8.0,37.0,104.3,8.5,28.3
Aesculus hippocastanum,8.0,48.0,88.0,12.5,28.3
Aesculus hippocastanum,8.0,48.0,114.3,12.5,28.3
Platanus x hispanica,11.0,36.0,76.4,9.7,28.3
Platanus x hispanica,11.0,62.0,300.8,21.5,63.6
Platanus x hispanica,18.0,62.0,338.9,21.5,63.6
Celtis australis,8.0,48.0,118.5,1.8,38.5
Celtis australis,8.0,56.0,141.4,2.1,38.5
Carpinus betulus,8.0,34.0,103.4,6.3,28.3
Carpinus betulus,8.0,34.0,97.1,6.3,28.3
Carpinus betulus,8.0,26.0,99.8,5.6,28.3
Celtis australis,6.0,35.0,45.9,1.5,19.6
Celtis australis,6.0,27.0,44.5,1.2,19.6
Celtis australis,6.0,27.0,39.3,1.2,19.6
Celtis australis,6.0,27.0,44.5,1.2,19.6
Celtis australis,6.0,27.0,34.2,1.2,19.6
Celtis australis,6.0,35.0,62.2,1.5,28.3
Celtis australis,6.0,35.0,62.2,1.5,28.3
Celtis australis,6.0,25.0,55.2,1.2,28.3
Celtis australis,6.0,25.0,59.1,1.2,28.3
Celtis australis,6.0,25.0,55.2,1.2,28.3
Celtis australis,6.0,25.0,59.1,1.2,28.3
Celtis australis,6.0,25.0,59.1,1.2,28.3
Celtis australis,6.0,25.0,66.8,1.2,28.3
Celtis australis,6.0,25.0,62.9,1.2,28.3
Carpinus betulus,5.0,18.0,25.0,3.5,12.6
Carpinus betulus,5.0,18.0,26.7,3.5,12.6
Celtis australis,5.0,18.0,18.6,0.9,12.6
Celtis australis,5.0,18.0,22.4,0.9,12.6
Celtis australis,5.0,18.0,22.4,0.9,12.6
Celtis australis,5.0,18.0,22.4,0.9,12.6
Celtis australis,5.0,18.0,22.4,0.9,12.6
Celtis australis,5.0,18.0,22.4,0.9,12.6
Celtis australis,5.0,18.0,17.3,0.9,12.6
Celtis australis,5.0,18.0,21.2,0.9,12.6
Carpinus betulus,4.0,18.0,12.7,3.5,7.1
Carpinus betulus,4.0,18.0,16.5,3.5,7.1
Carpinus betulus,4.0,18.0,13.7,3.5,7.1
Carpinus betulus,4.0,18.0,13.7,3.5,7.1
Carpinus betulus,4.0,18.0,12.7,3.5,7.1
Carpinus betulus,4.0,18.0,14.6,3.5,7.1
Carpinus betulus,4.0,18.0,12.7,3.5,7.1
Carpinus betulus,4.0,18.0,12.7,3.5,7.1
Carpinus betulus,4.0,18.0,16.5,3.5,7.1
Carpinus betulus,4.0,18.0,15.6,3.5,7.1
Carpinus betulus,4.0,18.0,14.6,3.5,7.1
Carpinus betulus,4.0,18.0,16.5,3.5,7.1
Carpinus betulus,4.0,18.0,16.5,3.5,7.1
Celtis australis,4.0,26.0,39.4,1.2,19.6
Celtis australis,4.0,35.0,43.8,1.5,19.6
Celtis australis,4.0,35.0,36.2,1.5,19.6
Celtis australis,4.0,42.0,38.6,1.7,19.6
Celtis australis,4.0,42.0,41.3,1.7,19.6
Celtis australis,4.0,42.0,46.7,1.7,19.6
Celtis australis,4.0,42.0,46.7,1.7,19.6
Platanus x hispanica,3.0,14.0,6.2,2.4,3.1
Celtis australis,5.0,35.0,43.5,1.5,19.6
Celtis australis,5.0,28.0,35.3,1.3,19.6
Celtis australis,5.0,16.0,5.8,0.8,3.1
Tilia cordata,5.0,18.0,14.0,2.4,7.1
Tilia cordata,5.0,18.0,15.8,2.4,7.1
Celtis australis,5.0,38.0,14.2,1.6,7.1
Celtis australis,5.0,38.0,15.2,1.6,7.1
Celtis australis,5.0,38.0,13.2,1.6,7.1
Aesculus hippocastanum,5.0,38.0,17.6,8.7,7.1
Aesculus hippocastanum,6.0,38.0,51.5,8.8,19.6
Platanus x hispanica,21.0,125.0,474.7,4.3,78.5
Platanus x hispanica,24.0,145.0,1088.2,0.3,254.5
Platanus x hispanica,26.0,185.0,906.6,8.1,201.1
Aesculus hippocastanum,10.0,28.0,114.4,5.8,38.5
Aesculus hippocastanum,10.0,32.0,146.7,7.0,38.5
Aesculus hippocastanum,10.0,55.0,188.5,15.5,38.5
Platanus x hispanica,16.0,185.0,581.0,8.1,78.5
Platanus x hispanica,16.0,100.0,600.0,34.9,113.1
Aesculus hippocastanum,17.0,100.0,555.3,17.4,113.1
Platanus x hispanica,21.0,95.0,451.3,36.5,63.6
Platanus x hispanica,18.0,110.0,518.7,30.1,78.5
Platanus x hispanica,27.0,180.0,783.0,8.1,176.7
Platanus x hispanica,25.0,90.0,280.3,36.5,38.5
Aesculus hippocastanum,3.0,5.0,1.8,0.5,0.8
Aesculus hippocastanum,3.0,5.0,2.4,0.5,0.8
Aesculus hippocastanum,3.0,5.0,2.4,0.5,0.8
Aesculus hippocastanum,3.0,5.0,1.8,0.5,0.8
Aesculus hippocastanum,9.0,55.0,139.5,15.4,38.5
Aesculus hippocastanum,9.0,50.0,175.2,13.4,38.5
Aesculus hippocastanum,3.0,12.0,3.2,1.6,0.8
Aesculus hippocastanum,3.0,12.0,3.2,1.6,0.8
Aesculus hippocastanum,3.0,12.0,3.2,1.6,0.8
Aesculus hippocastanum,3.0,12.0,2.7,1.6,0.8
Platanus x hispanica,20.0,178.3,1023.5,8.1,227.0
Platanus x hispanica,20.0,159.2,1003.1,0.3,227.0
Platanus x hispanica,20.0,159.2,772.5,0.3,227.0
Platanus x hispanica,26.0,184.6,1015.5,8.1,254.5
Aesculus hippocastanum,15.0,80.0,286.3,27.4,50.3
Aesculus hippocastanum,15.0,80.0,326.1,27.4,50.3
Aesculus hippocastanum,16.0,80.0,336.8,27.5,50.3
Platanus x hispanica,8.0,29.0,52.6,7.1,19.6
Platanus x hispanica,25.0,160.0,674.0,0.3,78.5
Platanus x hispanica,25.0,150.0,583.1,0.3,78.5
Platanus x hispanica,10.0,41.0,93.5,11.8,28.3
Platanus x hispanica,10.0,28.0,47.8,6.7,19.6
Platanus x hispanica,27.0,140.0,958.7,0.7,227.0
Celtis australis,14.0,64.0,187.8,2.1,38.5
Celtis australis,14.0,64.0,177.0,2.1,38.5
Platanus x hispanica,8.0,17.0,27.3,3.2,12.6
Platanus x hispanica,8.0,17.0,22.6,3.2,12.6
Platanus x hispanica,16.0,70.0,285.0,25.6,50.3
Aesculus hippocastanum,14.0,85.0,671.6,29.9,113.1
Aesculus hippocastanum,13.0,70.0,327.1,22.4,63.6
Aesculus hippocastanum,10.0,32.0,96.2,7.0,28.3
Aesculus hippocastanum,10.0,34.0,85.5,7.6,28.3
Aesculus hippocastanum,15.0,68.0,411.7,21.6,63.6
Celtis australis,14.0,74.0,357.7,1.6,78.5
Celtis australis,6.0,12.0,12.2,0.7,7.1
Celtis australis,15.0,71.0,312.5,1.7,78.5
Celtis australis,17.0,90.0,431.7,0.4,113.1
Aesculus hippocastanum,7.0,50.0,383.2,13.2,78.5
Tilia cordata,12.0,52.0,160.4,10.3,38.5
Platanus x hispanica,21.0,88.0,429.8,35.4,95.0
Tilia cordata,16.0,70.0,273.4,15.4,50.3
Platanus x hispanica,22.0,79.0,543.5,30.4,95.0
Celtis australis,5.0,14.0,3.0,0.8,0.8
Platanus x hispanica,23.0,100.0,580.8,34.9,201.1
Platanus x hispanica,23.0,90.0,726.6,36.5,201.1
Platanus x hispanica,17.0,74.0,542.0,27.8,113.1
Platanus x hispanica,9.0,23.0,153.3,5.0,50.3
Platanus x hispanica,8.0,18.0,86.9,3.5,38.5
Celtis australis,17.0,74.5,163.5,1.5,28.3
Carpinus betulus,10.0,29.0,144.3,6.4,38.5
Aesculus hippocastanum,3.0,15.0,3.5,2.2,0.8
Aesculus hippocastanum,14.0,65.6,115.5,20.4,19.6
Aesculus hippocastanum,15.0,56.0,231.1,16.2,38.5
Aesculus hippocastanum,13.0,59.2,93.5,17.5,19.6
Aesculus hippocastanum,13.0,59.5,275.3,17.6,50.3
Tilia cordata,15.0,48.4,57.8,9.3,12.6
Aesculus hippocastanum,15.0,48.1,272.4,13.0,50.3
Tilia cordata,18.0,91.4,478.0,22.0,63.6
Aesculus hippocastanum,14.0,83.7,256.0,29.3,38.5
Aesculus hippocastanum,14.0,59.2,125.2,17.5,28.3
Carpinus betulus,6.2,17.0,24.1,3.2,10.1
Carpinus betulus,6.2,17.0,22.7,3.2,10.1
Carpinus betulus,6.2,17.0,21.2,3.2,10.1
Carpinus betulus,6.2,17.0,21.2,3.2,10.1
Celtis australis,8.3,30.1,96.9,1.3,35.2
Carpinus betulus,6.2,17.0,22.7,3.2,10.1
