Species,Height,Diameter,Leaf_area,CO2,Canopy_size
Aesculus hippocastanum,7.0,40.0,32.0,9.5,12.6
Aesculus hippocastanum,6.0,30.0,35.4,6.2,12.6
Aesculus hippocastanum,12.0,60.0,234.7,17.7,50.3
Aesculus hippocastanum,7.0,18.0,18.7,3.0,7.1
Aesculus hippocastanum,14.0,60.0,233.0,17.9,50.3
Aesculus hippocastanum,10.0,60.0,219.9,17.6,50.3
Aesculus hippocastanum,12.0,40.0,217.5,9.8,50.3
Aesculus hippocastanum,10.0,60.0,265.7,17.6,50.3
Aesculus hippocastanum,12.0,60.0,396.8,17.7,78.5
Aesculus hippocastanum,12.0,60.0,251.0,17.7,50.3
Aesculus hippocastanum,12.0,60.0,283.5,17.7,50.3
Aesculus hippocastanum,14.0,75.0,474.4,24.9,78.5
Aesculus hippocastanum,14.0,75.0,494.9,24.9,113.1
Aesculus hippocastanum,12.0,70.0,514.3,22.3,113.1
Aesculus hippocastanum,11.0,50.0,198.2,13.5,50.3
Platanus x hispanica,38.0,140.0,1835.0,0.7,490.9
Tilia cordata,4.5,16.0,11.3,2.1,7.1
Tilia cordata,7.0,26.0,103.1,4.0,38.5
Tilia cordata,10.0,22.0,71.1,3.2,28.3
Tilia cordata,6.0,15.0,23.8,1.9,12.6
Tilia cordata,5.0,15.0,22.4,1.9,12.6
Tilia cordata,6.0,19.0,44.5,2.6,19.6
Tilia cordata,6.0,18.0,28.6,2.4,12.6
Tilia cordata,7.0,16.0,29.2,2.1,12.6
Tilia cordata,6.0,18.0,25.3,2.4,12.6
Tilia cordata,8.0,17.0,31.7,2.3,12.6
Tilia cordata,6.0,14.0,26.2,1.7,12.6
Tilia cordata,6.0,18.0,28.6,2.4,12.6
Tilia cordata,6.0,16.0,27.5,2.1,12.6
Tilia cordata,6.0,16.0,22.7,2.1,12.6
Tilia cordata,6.0,16.0,25.9,2.1,12.6
Tilia cordata,8.0,17.0,76.8,2.3,28.3
Tilia cordata,7.0,18.0,48.8,2.4,19.6
Tilia cordata,6.0,15.0,26.9,1.9,12.6
Tilia cordata,3.0,9.0,6.1,1.0,3.1
Aesculus hippocastanum,4.0,12.0,7.3,1.6,3.1
Aesculus hippocastanum,4.0,11.0,6.3,1.4,3.1
Aesculus hippocastanum,12.0,50.0,420.4,13.6,78.5
Aesculus hippocastanum,4.0,12.0,7.3,1.6,3.1
Aesculus hippocastanum,3.0,9.0,3.2,1.1,1.3
Aesculus hippocastanum,13.0,65.0,442.8,20.1,78.5
Aesculus hippocastanum,4.0,10.0,6.9,1.3,3.1
Aesculus hippocastanum,5.0,19.0,21.8,3.2,12.6
Aesculus hippocastanum,8.0,28.0,129.4,5.7,38.5
Aesculus hippocastanum,9.0,50.0,213.5,13.4,50.3
Aesculus hippocastanum,8.0,28.0,83.6,5.7,28.3
Aesculus hippocastanum,10.0,33.0,215.2,7.3,50.3
Aesculus hippocastanum,12.0,60.0,283.5,17.7,50.3
Aesculus hippocastanum,4.0,11.0,6.7,1.4,3.1
Aesculus hippocastanum,9.0,48.0,119.7,12.6,28.3
Aesculus hippocastanum,3.5,11.0,6.5,1.4,3.1
Aesculus hippocastanum,4.0,12.0,6.1,1.6,3.1
Aesculus hippocastanum,6.0,20.0,23.6,3.4,12.6
Aesculus hippocastanum,8.0,40.0,203.4,9.6,50.3
Aesculus hippocastanum,3.0,9.0,2.4,1.1,0.8
Aesculus hippocastanum,3.5,10.0,6.6,1.3,3.1
Aesculus hippocastanum,3.0,7.0,2.7,0.8,0.8
Aesculus hippocastanum,10.0,58.0,507.6,16.7,95.0
Aesculus hippocastanum,3.0,10.0,5.1,1.2,3.1
Aesculus hippocastanum,3.5,10.0,6.6,1.3,3.1
Aesculus hippocastanum,8.0,44.0,517.9,11.0,113.1
Aesculus hippocastanum,13.0,85.0,668.5,29.8,113.1
Aesculus hippocastanum,12.0,75.0,636.7,24.7,113.1
Aesculus hippocastanum,6.0,18.0,22.8,3.0,12.6
Aesculus hippocastanum,7.0,20.0,32.6,3.5,12.6
Aesculus hippocastanum,8.0,50.0,390.3,13.3,78.5
Aesculus hippocastanum,7.0,45.0,167.7,11.3,50.3
Aesculus hippocastanum,4.0,12.0,10.9,1.6,7.1
Aesculus hippocastanum,6.0,24.0,27.1,4.5,12.6
Aesculus hippocastanum,8.0,35.0,102.2,7.9,28.3
Aesculus hippocastanum,5.0,18.0,27.8,2.9,12.6
Aesculus hippocastanum,9.0,50.0,329.1,13.4,78.5
Aesculus hippocastanum,7.0,19.0,32.0,3.2,12.6
Aesculus hippocastanum,3.0,11.0,6.4,1.4,3.1
Aesculus hippocastanum,7.0,28.0,69.5,5.6,28.3
Aesculus hippocastanum,7.0,28.0,55.5,5.6,19.6
Aesculus hippocastanum,9.0,42.0,373.9,10.3,78.5
Aesculus hippocastanum,3.5,10.0,2.9,1.3,0.8
Aesculus hippocastanum,3.5,11.0,6.9,1.4,3.1
Aesculus hippocastanum,4.0,14.0,7.8,2.0,3.1
Aesculus hippocastanum,10.0,60.0,583.1,17.6,113.1
Aesculus hippocastanum,3.5,9.0,4.4,1.1,1.8
Aesculus hippocastanum,10.0,60.0,382.3,17.6,78.5
Aesculus hippocastanum,10.0,60.0,357.5,17.6,78.5
Aesculus hippocastanum,9.0,32.0,123.9,6.9,38.5
Aesculus hippocastanum,10.0,65.0,444.4,19.8,78.5
Aesculus hippocastanum,10.0,80.0,645.5,27.0,113.1
Aesculus hippocastanum,9.0,40.0,367.5,9.6,78.5
Aesculus hippocastanum,9.0,40.0,304.2,9.6,78.5
Aesculus hippocastanum,10.0,50.0,312.0,13.4,78.5
Aesculus hippocastanum,10.0,55.0,498.2,15.5,95.0
Aesculus hippocastanum,3.5,9.0,3.6,1.1,1.8
Aesculus hippocastanum,3.5,9.0,4.4,1.1,1.8
Aesculus hippocastanum,10.0,60.0,513.7,17.6,95.0
Aesculus hippocastanum,11.0,60.0,518.5,17.7,113.1
Aesculus hippocastanum,4.0,10.0,6.9,1.3,3.1
Aesculus hippocastanum,11.0,70.0,422.6,22.2,95.0
Aesculus hippocastanum,11.0,70.0,517.2,22.2,95.0
Aesculus hippocastanum,4.0,12.0,5.7,1.6,3.1
Aesculus hippocastanum,11.0,70.0,517.2,22.2,95.0
Aesculus hippocastanum,3.5,10.0,6.6,1.3,3.1
Aesculus hippocastanum,11.0,60.0,519.7,17.7,95.0
Aesculus hippocastanum,11.0,80.0,499.4,27.1,113.1
Aesculus hippocastanum,12.0,70.0,621.4,22.3,113.1
Aesculus hippocastanum,12.0,70.0,621.4,22.3,113.1
Aesculus hippocastanum,8.0,22.0,57.0,4.0,19.6
Aesculus hippocastanum,12.0,85.0,665.5,29.7,113.1
Aesculus hippocastanum,3.5,11.0,6.9,1.4,3.1
Aesculus hippocastanum,11.0,70.0,517.2,22.2,95.0
Aesculus hippocastanum,11.0,70.0,454.1,22.2,95.0
Aesculus hippocastanum,3.0,12.0,6.6,1.6,3.1
Aesculus hippocastanum,12.0,80.0,536.1,27.2,132.7
Aesculus hippocastanum,12.0,70.0,514.3,22.3,113.1
Carpinus betulus,6.0,18.5,32.3,3.6,12.6
Carpinus betulus,6.0,26.1,55.7,5.6,19.6
Carpinus betulus,8.0,23.2,52.2,4.8,19.6
Carpinus betulus,9.0,19.7,23.9,3.9,7.1
Carpinus betulus,8.0,70.0,77.0,0.5,19.6
Carpinus betulus,9.0,34.4,216.0,6.2,50.3
Carpinus betulus,9.0,28.7,156.1,6.3,38.5
Carpinus betulus,6.0,17.5,42.4,3.3,19.6
Carpinus betulus,7.0,20.7,87.9,4.1,28.3
Carpinus betulus,8.0,17.5,57.1,3.3,19.6
Carpinus betulus,8.0,23.6,96.4,4.9,28.3
Carpinus betulus,12.0,32.8,234.1,6.6,50.3
Carpinus betulus,8.0,20.7,31.4,4.1,12.6
Carpinus betulus,7.0,18.1,38.5,3.5,15.9
Carpinus betulus,4.0,10.2,10.4,1.7,7.1
Carpinus betulus,7.0,22.9,59.5,4.7,19.6
Tilia cordata,5.0,8.0,5.1,0.8,3.1
Tilia cordata,15.0,65.0,392.7,13.9,63.6
Tilia cordata,20.0,60.0,231.3,12.5,38.5
Tilia cordata,15.0,60.0,165.9,12.5,28.3
Tilia cordata,4.0,10.0,12.0,1.1,7.1
Tilia cordata,3.5,9.0,7.9,1.0,4.9
Tilia cordata,15.0,62.0,232.1,13.0,38.5
Tilia cordata,18.0,60.0,157.8,12.5,28.3
Tilia cordata,18.0,65.0,265.6,13.9,38.5
Tilia cordata,15.0,63.0,237.3,13.3,50.3
Tilia cordata,18.0,62.0,246.2,13.0,38.5
Tilia cordata,18.0,65.0,250.4,13.9,38.5
Tilia cordata,19.0,60.0,199.7,12.5,28.3
Tilia cordata,19.0,60.0,268.6,12.5,38.5
Tilia cordata,4.0,9.0,8.7,1.0,4.9
Tilia cordata,21.0,60.0,325.8,12.5,50.3
Tilia cordata,21.0,60.0,274.0,12.5,38.5
Tilia cordata,21.0,60.0,290.7,12.5,38.5
Tilia cordata,4.0,10.0,12.0,1.1,7.1
Tilia cordata,21.0,66.0,460.1,14.2,63.6
Aesculus hippocastanum,9.0,55.0,562.9,15.4,113.1
Aesculus hippocastanum,5.0,19.0,71.7,3.2,28.3
Aesculus hippocastanum,8.5,50.0,326.0,13.3,78.5
Aesculus hippocastanum,4.0,19.0,26.7,3.1,12.6
Aesculus hippocastanum,3.0,9.0,2.4,1.1,0.8
Aesculus hippocastanum,10.0,65.0,444.4,19.8,78.5
Aesculus hippocastanum,3.5,13.0,7.3,1.8,3.1
Aesculus hippocastanum,3.5,12.0,5.9,1.6,3.1
Aesculus hippocastanum,3.5,13.0,7.3,1.8,3.1
Aesculus hippocastanum,3.5,13.0,7.3,1.8,3.1
Aesculus hippocastanum,4.0,16.0,14.6,2.4,7.1
Aesculus hippocastanum,11.0,80.0,697.7,27.1,132.7
Aesculus hippocastanum,12.0,85.0,629.4,29.7,132.7
Aesculus hippocastanum,12.0,50.0,488.0,13.6,132.7
Aesculus hippocastanum,10.0,48.0,415.1,12.6,113.1
Aesculus hippocastanum,3.0,11.0,5.6,1.4,3.1
Aesculus hippocastanum,9.0,60.0,507.8,17.5,95.0
Aesculus hippocastanum,4.0,15.0,9.5,2.2,4.9
Aesculus hippocastanum,11.0,60.0,489.8,17.7,95.0
Aesculus hippocastanum,10.0,50.0,454.0,13.4,95.0
Aesculus hippocastanum,10.0,55.0,498.2,15.5,95.0
Aesculus hippocastanum,3.5,10.0,9.0,1.3,4.9
Aesculus hippocastanum,3.5,11.0,7.1,1.4,4.9
Aesculus hippocastanum,3.5,12.0,9.6,1.6,4.9
Aesculus hippocastanum,3.0,10.0,3.6,1.2,1.8
Aesculus hippocastanum,9.5,55.0,466.8,15.4,95.0
Aesculus hippocastanum,4.5,13.0,30.9,1.8,15.9
Aesculus hippocastanum,5.5,22.0,114.2,3.9,38.5
Aesculus hippocastanum,3.5,8.0,4.2,0.9,1.8
Aesculus hippocastanum,4.5,12.0,19.4,1.6,12.6
Aesculus hippocastanum,7.0,16.0,23.2,2.5,12.6
Aesculus hippocastanum,7.0,25.0,104.9,4.8,38.5
Aesculus hippocastanum,9.5,55.0,239.0,15.4,50.3
Aesculus hippocastanum,5.5,22.0,49.9,3.9,19.6
Aesculus hippocastanum,5.0,19.0,36.4,3.2,15.9
Aesculus hippocastanum,3.0,9.0,4.2,1.1,1.8
Aesculus hippocastanum,7.0,14.0,46.1,2.1,19.6
Aesculus hippocastanum,7.0,16.0,29.5,2.5,15.9
Aesculus hippocastanum,6.0,13.0,33.7,1.9,15.9
Aesculus hippocastanum,8.5,45.0,127.5,11.4,38.5
Aesculus hippocastanum,10.5,53.0,213.9,14.7,50.3
Aesculus hippocastanum,5.0,11.0,13.7,1.5,7.1
Aesculus hippocastanum,6.0,17.0,24.0,2.7,12.6
Aesculus hippocastanum,9.0,20.0,30.4,3.6,12.6
Aesculus hippocastanum,5.5,13.0,36.7,1.9,19.6
Aesculus hippocastanum,8.0,48.0,203.7,12.5,50.3
Aesculus hippocastanum,5.6,13.0,8.8,1.9,4.9
Aesculus hippocastanum,7.0,22.0,54.1,4.0,19.6
Aesculus hippocastanum,3.0,8.0,6.1,0.9,3.1
Aesculus hippocastanum,11.0,59.0,353.6,17.2,63.6
Aesculus hippocastanum,9.0,40.0,171.7,9.6,50.3
Aesculus hippocastanum,9.0,42.0,213.8,10.3,50.3
Aesculus hippocastanum,11.0,58.0,425.0,16.8,95.0
Aesculus hippocastanum,10.0,56.0,421.6,15.9,78.5
Aesculus hippocastanum,11.0,68.0,541.9,21.3,113.1
Aesculus hippocastanum,12.0,69.0,471.0,21.8,78.5
Aesculus hippocastanum,12.0,55.0,392.6,15.6,95.0
Aesculus hippocastanum,11.0,50.0,317.8,13.5,78.5
Aesculus hippocastanum,12.5,68.0,616.5,21.4,113.1
Aesculus hippocastanum,12.0,58.0,548.1,16.9,113.1
Aesculus hippocastanum,12.0,63.0,461.1,19.1,113.1
Aesculus hippocastanum,12.0,60.0,487.0,17.7,113.1
Aesculus hippocastanum,3.5,13.0,8.1,1.8,4.9
Aesculus hippocastanum,12.5,88.0,700.8,31.3,122.7
Aesculus hippocastanum,3.5,13.0,7.6,1.8,4.9
Aesculus hippocastanum,12.0,62.0,526.5,18.6,132.7
Aesculus hippocastanum,2.5,8.0,3.4,0.9,1.8
Aesculus hippocastanum,2.5,10.0,6.6,1.2,3.1
Aesculus hippocastanum,3.0,10.0,4.3,1.2,1.8
Aesculus hippocastanum,4.0,18.0,26.2,2.9,12.6
Aesculus hippocastanum,5.0,22.0,24.7,3.9,12.6
Aesculus hippocastanum,4.0,16.0,16.0,2.4,9.6
Aesculus hippocastanum,4.0,16.0,14.9,2.4,9.6
Aesculus hippocastanum,4.5,15.0,25.3,2.2,12.6
Aesculus hippocastanum,4.0,16.0,22.2,2.4,12.6
Aesculus hippocastanum,4.5,16.0,19.9,2.5,9.6
Aesculus hippocastanum,4.0,15.0,10.1,2.2,4.9
Aesculus hippocastanum,3.0,10.0,6.6,1.2,3.1
Aesculus hippocastanum,3.0,9.0,6.3,1.1,3.1
Aesculus hippocastanum,11.0,60.0,440.1,17.7,78.5
Aesculus hippocastanum,6.0,12.0,12.5,1.7,7.1
Aesculus hippocastanum,5.5,13.0,15.2,1.9,9.6
Aesculus hippocastanum,8.0,60.0,234.7,17.5,50.3
Aesculus hippocastanum,8.0,40.0,191.0,9.6,50.3
Aesculus hippocastanum,8.0,19.0,54.2,3.3,19.6
Aesculus hippocastanum,11.0,50.0,213.0,13.5,50.3
Aesculus hippocastanum,8.0,24.0,180.2,4.6,50.3
Aesculus hippocastanum,4.0,10.0,12.4,1.3,7.1
Aesculus hippocastanum,4.0,18.0,26.2,2.9,12.6
Aesculus hippocastanum,3.5,15.0,9.8,2.2,4.9
Aesculus hippocastanum,10.0,70.0,456.2,22.1,78.5
Aesculus hippocastanum,9.5,70.0,446.3,22.1,95.0
Aesculus hippocastanum,3.5,10.0,4.9,1.3,1.8
Aesculus hippocastanum,4.0,16.0,19.3,2.4,9.6
Aesculus hippocastanum,3.5,12.0,8.5,1.6,4.9
Aesculus hippocastanum,4.0,18.0,15.3,2.9,7.1
Aesculus hippocastanum,3.5,9.0,5.7,1.1,3.1
Aesculus hippocastanum,3.5,10.0,5.1,1.3,3.1
Aesculus hippocastanum,3.5,12.0,9.6,1.6,4.9
Aesculus hippocastanum,11.0,80.0,648.4,27.1,113.1
Aesculus hippocastanum,3.5,12.0,12.8,1.6,7.1
Aesculus hippocastanum,3.0,8.0,4.0,0.9,1.8
Aesculus hippocastanum,3.5,17.0,8.3,2.6,4.9
Aesculus hippocastanum,3.5,14.0,8.9,2.0,4.9
Aesculus hippocastanum,3.5,14.0,14.7,2.0,9.6
Aesculus hippocastanum,12.0,60.0,251.0,17.7,50.3
Aesculus hippocastanum,4.0,15.0,18.8,2.2,9.6
Aesculus hippocastanum,5.0,18.0,24.6,2.9,12.6
Aesculus hippocastanum,4.5,18.0,16.0,2.9,9.6
Aesculus hippocastanum,5.5,16.0,17.6,2.5,9.6
Aesculus hippocastanum,4.5,18.0,16.0,2.9,9.6
Aesculus hippocastanum,4.5,18.0,20.8,2.9,9.6
Aesculus hippocastanum,5.0,18.0,26.2,2.9,12.6
Aesculus hippocastanum,5.5,18.0,28.7,2.9,12.6
Carpinus betulus,7.0,20.0,56.7,3.9,19.6
Carpinus betulus,8.0,17.0,27.3,3.2,12.6
Carpinus betulus,7.0,20.0,71.9,3.9,28.3
Carpinus betulus,6.0,19.0,113.0,3.7,38.5
Carpinus betulus,3.0,10.0,4.7,1.7,1.8
Carpinus betulus,3.0,10.0,4.7,1.7,1.8
Carpinus betulus,6.0,20.0,108.1,3.9,38.5
Carpinus betulus,4.0,15.0,15.5,2.7,7.1
Carpinus betulus,8.0,19.0,48.6,3.7,19.6
Carpinus betulus,7.0,16.0,19.4,3.0,7.1
Carpinus betulus,8.0,17.0,46.7,3.2,19.6
Carpinus betulus,7.0,18.0,54.6,3.5,19.6
Carpinus betulus,7.0,17.0,53.5,3.2,19.6
Carpinus betulus,6.0,12.0,26.2,2.1,12.6
Carpinus betulus,7.0,13.0,66.0,2.3,28.3
Carpinus betulus,6.0,16.0,29.0,3.0,12.6
Carpinus betulus,5.0,14.0,16.2,2.5,7.1
Carpinus betulus,4.0,10.0,6.2,1.7,3.1
Carpinus betulus,3.0,16.0,8.4,3.0,3.1
Carpinus betulus,6.0,15.0,37.4,2.7,19.6
Carpinus betulus,7.0,20.0,86.9,3.9,28.3
Carpinus betulus,7.0,13.0,9.7,2.3,3.1
Carpinus betulus,8.0,20.0,37.5,3.9,12.6
Carpinus betulus,7.0,15.0,17.9,2.7,7.1
Carpinus betulus,6.0,14.0,22.6,2.5,12.6
Carpinus betulus,6.0,10.0,4.9,1.7,1.8
Carpinus betulus,6.0,12.0,7.1,2.1,3.1
Carpinus betulus,6.0,14.0,11.6,2.5,4.9
Carpinus betulus,4.0,12.0,10.1,2.1,4.9
Carpinus betulus,5.0,13.0,26.9,2.3,12.6
Carpinus betulus,8.0,13.0,32.2,2.3,12.6
Carpinus betulus,8.0,15.0,41.6,2.7,19.6
Carpinus betulus,7.0,15.0,16.8,2.7,7.1
Carpinus betulus,9.0,20.0,48.6,3.9,19.6
Carpinus betulus,9.0,20.0,48.6,3.9,19.6
Carpinus betulus,8.0,20.0,124.6,3.9,38.5
Carpinus betulus,8.0,20.0,183.2,3.9,50.3
Carpinus betulus,8.0,20.0,132.2,3.9,38.5
Carpinus betulus,7.0,18.0,74.1,3.5,28.3
Carpinus betulus,8.0,20.0,35.4,3.9,12.6
Carpinus betulus,4.0,10.0,4.8,1.7,1.8
Carpinus betulus,3.5,10.0,3.8,1.7,0.8
Carpinus betulus,7.0,19.0,85.3,3.7,28.3
Carpinus betulus,6.0,19.0,32.7,3.7,12.6
Carpinus betulus,5.0,19.0,16.0,3.7,7.1
Carpinus betulus,9.0,20.0,113.8,3.9,38.5
Carpinus betulus,8.0,19.0,169.6,3.7,50.3
Carpinus betulus,6.0,18.0,18.9,3.5,7.1
Carpinus betulus,5.0,12.0,11.8,2.1,7.1
Carpinus betulus,4.0,10.0,37.8,1.7,19.6
Carpinus betulus,9.0,20.0,52.2,3.9,19.6
Carpinus betulus,10.0,30.0,136.6,6.7,38.5
Carpinus betulus,7.5,6.0,54.8,1.0,28.3
Carpinus betulus,9.0,25.0,103.1,5.3,28.3
Carpinus betulus,9.0,30.0,72.8,6.7,19.6
Carpinus betulus,9.0,35.0,96.1,6.1,28.3
Carpinus betulus,5.0,12.0,26.1,2.1,12.6
Carpinus betulus,4.0,10.0,13.4,1.7,7.1
Carpinus betulus,9.0,25.0,60.4,5.3,19.6
Carpinus betulus,10.0,25.0,154.7,5.3,38.5
Carpinus betulus,9.0,20.0,33.0,3.9,12.6
Carpinus betulus,10.0,30.0,165.0,6.7,38.5
Carpinus betulus,10.0,29.0,331.9,6.4,95.0
Carpinus betulus,10.0,29.0,107.3,6.4,28.3
Carpinus betulus,12.0,30.0,178.5,6.7,38.5
Carpinus betulus,12.0,34.0,109.3,6.3,28.3
Carpinus betulus,4.0,10.0,4.8,1.7,1.8
Carpinus betulus,4.0,8.0,4.8,1.3,1.8
Carpinus betulus,8.0,10.0,29.4,1.7,12.6
Carpinus betulus,7.0,4.0,6.4,0.6,3.1
Carpinus betulus,4.0,10.0,4.0,1.7,0.8
Carpinus betulus,4.0,8.0,6.9,1.3,3.1
Carpinus betulus,4.0,10.0,5.5,1.7,1.8
Carpinus betulus,4.0,11.0,7.3,1.9,3.1
Carpinus betulus,3.5,10.0,4.1,1.7,1.8
Carpinus betulus,4.0,12.0,5.8,2.1,1.8
Carpinus betulus,7.0,30.0,65.4,6.7,19.6
Carpinus betulus,7.0,20.0,66.9,3.9,28.3
Carpinus betulus,10.0,20.0,240.5,3.9,63.6
Carpinus betulus,3.5,10.0,5.3,1.7,1.8
Carpinus betulus,11.0,20.0,202.0,3.9,50.3
Carpinus betulus,3.5,5.0,4.1,0.8,1.8
Aesculus hippocastanum,13.0,35.0,180.9,8.1,38.5
Aesculus hippocastanum,15.0,38.0,145.7,9.2,28.3
Aesculus hippocastanum,12.0,40.0,182.3,9.8,38.5
Aesculus hippocastanum,13.0,37.0,204.4,8.8,50.3
Aesculus hippocastanum,15.0,33.0,209.4,7.5,50.3
Aesculus hippocastanum,14.0,52.0,271.1,14.5,50.3
Aesculus hippocastanum,15.0,48.0,109.2,12.9,19.6
Aesculus hippocastanum,13.0,45.0,79.4,11.7,19.6
Aesculus hippocastanum,15.0,67.5,269.6,21.3,50.3
Celtis australis,13.0,35.0,161.7,1.5,50.3
Celtis australis,15.0,44.0,235.7,1.7,63.6
Celtis australis,16.0,54.0,310.6,2.0,78.5
Celtis australis,17.0,58.0,192.5,2.1,38.5
Celtis australis,16.0,40.0,51.1,1.6,12.6
Celtis australis,17.0,60.0,87.7,2.2,19.6
Celtis australis,16.0,45.0,74.4,1.8,15.9
Celtis australis,14.0,47.0,55.8,1.8,15.9
Celtis australis,14.0,47.0,51.9,1.8,15.9
Celtis australis,2.0,6.0,1.3,0.4,0.8
Celtis australis,17.0,56.0,122.4,2.1,28.3
Tilia cordata,2.5,8.0,3.3,0.8,1.8
Tilia cordata,2.5,9.0,2.9,1.0,1.8
Tilia cordata,2.5,8.0,3.3,0.8,1.8
Tilia cordata,5.0,11.0,7.4,1.3,3.1
Tilia cordata,4.0,9.0,4.2,1.0,1.8
Platanus x hispanica,8.0,25.0,71.5,5.7,28.3
Platanus x hispanica,4.0,10.0,5.4,1.5,3.1
Platanus x hispanica,10.0,40.0,251.2,11.3,63.6
Platanus x hispanica,9.0,29.0,191.8,7.1,56.7
Platanus x hispanica,4.0,12.0,8.3,2.0,4.9
Platanus x hispanica,10.0,43.0,186.1,12.6,50.3
Platanus x hispanica,8.0,22.0,96.1,4.7,44.2
Platanus x hispanica,11.0,44.0,329.7,13.1,78.5
Platanus x hispanica,8.5,32.0,159.7,8.2,50.3
Platanus x hispanica,8.0,32.0,128.4,8.2,50.3
Platanus x hispanica,4.5,12.0,6.4,2.0,3.1
Platanus x hispanica,8.0,26.0,154.9,6.0,50.3
Platanus x hispanica,5.0,11.0,15.1,1.7,9.6
Platanus x hispanica,5.0,6.0,7.0,0.8,4.9
Platanus x hispanica,4.5,14.0,12.1,2.4,7.1
Platanus x hispanica,4.5,16.0,8.4,3.0,4.9
Platanus x hispanica,9.0,33.0,126.5,8.5,38.5
Platanus x hispanica,11.0,27.0,127.5,6.4,38.5
Platanus x hispanica,6.0,8.0,5.1,1.1,3.1
Platanus x hispanica,5.0,10.0,8.3,1.5,4.9
Platanus x hispanica,5.5,11.0,6.7,1.7,3.1
Platanus x hispanica,6.0,11.0,16.0,1.7,9.6
Platanus x hispanica,8.0,24.0,74.8,5.3,28.3
Platanus x hispanica,5.0,8.0,3.2,1.1,1.8
Platanus x hispanica,20.0,80.0,532.3,31.0,113.1
Platanus x hispanica,20.0,80.0,499.9,31.0,113.1
Platanus x hispanica,20.0,80.0,564.8,31.0,113.1
Platanus x hispanica,15.0,30.0,300.7,7.4,113.1
Platanus x hispanica,20.0,80.0,434.9,31.0,113.1
Platanus x hispanica,20.0,80.0,499.9,31.0,113.1
Platanus x hispanica,22.0,100.0,509.0,34.9,78.5
Platanus x hispanica,22.0,60.0,514.9,20.5,113.1
Platanus x hispanica,25.0,110.0,646.6,30.1,113.1
Platanus x hispanica,24.0,95.0,505.8,36.5,113.1
Platanus x hispanica,23.0,130.0,672.6,3.1,132.7
Platanus x hispanica,24.0,100.0,624.7,34.9,176.7
Platanus x hispanica,18.0,115.0,696.3,6.7,176.7
Platanus x hispanica,22.0,80.0,540.3,31.0,153.9
Platanus x hispanica,24.0,80.0,467.8,31.0,132.7
Platanus x hispanica,24.0,80.0,697.0,31.0,201.1
Platanus x hispanica,24.0,135.0,1008.8,1.9,314.2
Platanus x hispanica,24.0,95.0,563.5,36.5,153.9
Platanus x hispanica,24.0,95.0,433.9,36.5,153.9
Platanus x hispanica,23.0,100.0,548.3,34.9,113.1
Platanus x hispanica,24.0,105.0,449.5,32.8,153.9
Platanus x hispanica,24.0,105.0,519.3,32.8,176.7
Platanus x hispanica,24.0,110.0,1099.8,30.1,283.5
Platanus x hispanica,6.0,19.0,48.3,3.8,28.3
Platanus x hispanica,24.0,120.0,842.4,5.5,254.5
Platanus x hispanica,5.5,9.0,5.1,1.3,3.1
Platanus x hispanica,25.0,140.0,1074.8,0.7,254.5
Platanus x hispanica,12.0,29.0,61.3,7.1,19.6
Platanus x hispanica,25.0,135.0,1310.0,1.9,314.2
Platanus x hispanica,22.0,55.0,499.3,18.1,113.1
Platanus x hispanica,24.0,110.0,930.4,30.1,254.5
Platanus x hispanica,24.0,110.0,760.2,30.1,254.5
Platanus x hispanica,25.0,140.0,1174.4,0.7,314.2
Platanus x hispanica,24.0,75.0,399.2,28.3,153.9
Platanus x hispanica,24.0,100.0,954.4,34.9,254.5
Platanus x hispanica,24.0,110.0,930.4,30.1,254.5
Platanus x hispanica,24.0,100.0,735.0,34.9,254.5
Platanus x hispanica,24.0,75.0,769.1,28.3,227.0
Platanus x hispanica,24.0,95.0,570.3,36.5,201.1
Platanus x hispanica,16.0,230.0,1416.6,8.1,314.2
Platanus x hispanica,15.0,35.0,412.3,9.3,113.1
Platanus x hispanica,4.5,10.0,10.1,1.5,7.1
Platanus x hispanica,8.0,28.0,184.0,6.7,56.7
Platanus x hispanica,6.0,9.0,10.1,1.3,7.1
Platanus x hispanica,9.0,37.0,150.0,10.1,50.3
Platanus x hispanica,4.5,10.0,11.7,1.5,9.6
Platanus x hispanica,4.5,11.0,7.8,1.7,4.9
Platanus x hispanica,4.5,9.0,6.0,1.3,4.9
Platanus x hispanica,12.0,34.0,289.0,8.9,78.5
Platanus x hispanica,4.5,9.0,9.7,1.3,7.1
Platanus x hispanica,4.0,9.0,5.8,1.3,4.9
Platanus x hispanica,11.0,28.0,165.2,6.7,50.3
Platanus x hispanica,6.0,12.0,15.6,2.0,9.6
Platanus x hispanica,6.0,10.0,11.9,1.5,9.6
Platanus x hispanica,11.0,36.0,248.3,9.7,63.6
Platanus x hispanica,10.5,29.0,174.6,7.1,50.3
Platanus x hispanica,11.0,34.0,215.0,8.9,56.7
Platanus x hispanica,4.5,10.0,14.1,1.5,9.6
Carpinus betulus,3.0,8.0,3.0,1.3,0.8
Carpinus betulus,7.0,26.0,34.3,5.6,12.6
Carpinus betulus,6.0,20.0,33.3,3.9,12.6
Carpinus betulus,4.0,10.0,17.7,1.7,9.6
Carpinus betulus,3.0,20.0,18.1,3.9,7.1
Carpinus betulus,3.0,12.0,30.3,2.1,12.6
