Species,Height,Diameter,Leaf_area,Canopy_size,CO2
Aesculus hippocastanum,3.0,10.0,6.6,3.1,1.2
Aesculus hippocastanum,3.0,9.0,6.3,3.1,1.1
Aesculus hippocastanum,11.0,60.0,440.1,78.5,17.7
Aesculus hippocastanum,6.0,12.0,12.5,7.1,1.7
Aesculus hippocastanum,5.5,13.0,15.2,9.6,1.9
Aesculus hippocastanum,8.0,60.0,234.7,50.3,17.5
Aesculus hippocastanum,8.0,40.0,191.0,50.3,9.6
Aesculus hippocastanum,8.0,19.0,54.2,19.6,3.3
Aesculus hippocastanum,11.0,50.0,213.0,50.3,13.5
Aesculus hippocastanum,8.0,24.0,180.2,50.3,4.6
Aesculus hippocastanum,4.0,10.0,12.4,7.1,1.3
Aesculus hippocastanum,4.0,18.0,26.2,12.6,2.9
Aesculus hippocastanum,3.5,15.0,9.8,4.9,2.2
Aesculus hippocastanum,10.0,70.0,456.2,78.5,22.1
Aesculus hippocastanum,9.5,70.0,446.3,95.0,22.1
Aesculus hippocastanum,3.5,10.0,4.9,1.8,1.3
Aesculus hippocastanum,4.0,16.0,19.3,9.6,2.4
Aesculus hippocastanum,3.5,12.0,8.5,4.9,1.6
Aesculus hippocastanum,4.0,18.0,15.3,7.1,2.9
Aesculus hippocastanum,3.5,9.0,5.7,3.1,1.1
Aesculus hippocastanum,3.5,10.0,5.1,3.1,1.3
Aesculus hippocastanum,3.5,12.0,9.6,4.9,1.6
Aesculus hippocastanum,11.0,80.0,648.4,113.1,27.1
Aesculus hippocastanum,3.5,12.0,12.8,7.1,1.6
Aesculus hippocastanum,3.0,8.0,4.0,1.8,0.9
Aesculus hippocastanum,3.5,17.0,8.3,4.9,2.6
Aesculus hippocastanum,3.5,14.0,8.9,4.9,2.0
Aesculus hippocastanum,3.5,14.0,14.7,9.6,2.0
Aesculus hippocastanum,12.0,60.0,251.0,50.3,17.7
Aesculus hippocastanum,4.0,15.0,18.8,9.6,2.2
Aesculus hippocastanum,5.0,18.0,24.6,12.6,2.9
Aesculus hippocastanum,4.5,18.0,16.0,9.6,2.9
Aesculus hippocastanum,5.5,16.0,17.6,9.6,2.5
Aesculus hippocastanum,4.5,18.0,16.0,9.6,2.9
Aesculus hippocastanum,4.5,18.0,20.8,9.6,2.9
Aesculus hippocastanum,5.0,18.0,26.2,12.6,2.9
Aesculus hippocastanum,5.5,18.0,28.7,12.6,2.9
Carpinus betulus,7.0,20.0,56.7,19.6,3.9
Carpinus betulus,8.0,17.0,27.3,12.6,3.2
Carpinus betulus,7.0,20.0,71.9,28.3,3.9
Carpinus betulus,6.0,19.0,113.0,38.5,3.7
Carpinus betulus,3.0,10.0,4.7,1.8,1.7
Carpinus betulus,3.0,10.0,4.7,1.8,1.7
Carpinus betulus,6.0,20.0,108.1,38.5,3.9
Carpinus betulus,4.0,15.0,15.5,7.1,2.7
Carpinus betulus,8.0,19.0,48.6,19.6,3.7
Carpinus betulus,7.0,16.0,19.4,7.1,3.0
Carpinus betulus,8.0,17.0,46.7,19.6,3.2
Carpinus betulus,7.0,18.0,54.6,19.6,3.5
Carpinus betulus,7.0,17.0,53.5,19.6,3.2
Carpinus betulus,6.0,12.0,26.2,12.6,2.1
Carpinus betulus,7.0,13.0,66.0,28.3,2.3
Carpinus betulus,6.0,16.0,29.0,12.6,3.0
Carpinus betulus,5.0,14.0,16.2,7.1,2.5
Carpinus betulus,4.0,10.0,6.2,3.1,1.7
Carpinus betulus,3.0,16.0,8.4,3.1,3.0
Carpinus betulus,6.0,15.0,37.4,19.6,2.7
Carpinus betulus,7.0,20.0,86.9,28.3,3.9
Carpinus betulus,7.0,13.0,9.7,3.1,2.3
Carpinus betulus,8.0,20.0,37.5,12.6,3.9
Carpinus betulus,7.0,15.0,17.9,7.1,2.7
Carpinus betulus,6.0,14.0,22.6,12.6,2.5
Carpinus betulus,6.0,10.0,4.9,1.8,1.7
Carpinus betulus,6.0,12.0,7.1,3.1,2.1
Carpinus betulus,6.0,14.0,11.6,4.9,2.5
Carpinus betulus,4.0,12.0,10.1,4.9,2.1
Carpinus betulus,5.0,13.0,26.9,12.6,2.3
Carpinus betulus,8.0,13.0,32.2,12.6,2.3
Carpinus betulus,8.0,15.0,41.6,19.6,2.7
Carpinus betulus,7.0,15.0,16.8,7.1,2.7
Carpinus betulus,9.0,20.0,48.6,19.6,3.9
Carpinus betulus,9.0,20.0,48.6,19.6,3.9
Carpinus betulus,8.0,20.0,124.6,38.5,3.9
Carpinus betulus,8.0,20.0,183.2,50.3,3.9
Carpinus betulus,8.0,20.0,132.2,38.5,3.9
Carpinus betulus,7.0,18.0,74.1,28.3,3.5
Carpinus betulus,8.0,20.0,35.4,12.6,3.9
Carpinus betulus,4.0,10.0,4.8,1.8,1.7
Carpinus betulus,3.5,10.0,3.8,0.8,1.7
Carpinus betulus,7.0,19.0,85.3,28.3,3.7
Carpinus betulus,6.0,19.0,32.7,12.6,3.7
Carpinus betulus,5.0,19.0,16.0,7.1,3.7
Carpinus betulus,9.0,20.0,113.8,38.5,3.9
Carpinus betulus,8.0,19.0,169.6,50.3,3.7
Carpinus betulus,6.0,18.0,18.9,7.1,3.5
Carpinus betulus,5.0,12.0,11.8,7.1,2.1
Carpinus betulus,4.0,10.0,37.8,19.6,1.7
Carpinus betulus,9.0,20.0,52.2,19.6,3.9
Carpinus betulus,10.0,30.0,136.6,38.5,6.7
Carpinus betulus,7.5,6.0,54.8,28.3,1.0
Carpinus betulus,9.0,25.0,103.1,28.3,5.3
Carpinus betulus,9.0,30.0,72.8,19.6,6.7
Carpinus betulus,9.0,35.0,96.1,28.3,6.1
Carpinus betulus,5.0,12.0,26.1,12.6,2.1
Carpinus betulus,4.0,10.0,13.4,7.1,1.7
Carpinus betulus,9.0,25.0,60.4,19.6,5.3
Carpinus betulus,10.0,25.0,154.7,38.5,5.3
Carpinus betulus,9.0,20.0,33.0,12.6,3.9
Carpinus betulus,10.0,30.0,165.0,38.5,6.7
Carpinus betulus,10.0,29.0,331.9,95.0,6.4
Carpinus betulus,10.0,29.0,107.3,28.3,6.4
Carpinus betulus,12.0,30.0,178.5,38.5,6.7
Carpinus betulus,12.0,34.0,109.3,28.3,6.3
Carpinus betulus,4.0,10.0,4.8,1.8,1.7
Carpinus betulus,4.0,8.0,4.8,1.8,1.3
Carpinus betulus,8.0,10.0,29.4,12.6,1.7
Carpinus betulus,7.0,4.0,6.4,3.1,0.6
Carpinus betulus,4.0,10.0,4.0,0.8,1.7
Carpinus betulus,4.0,8.0,6.9,3.1,1.3
Carpinus betulus,4.0,10.0,5.5,1.8,1.7
Carpinus betulus,4.0,11.0,7.3,3.1,1.9
Carpinus betulus,3.5,10.0,4.1,1.8,1.7
Carpinus betulus,4.0,12.0,5.8,1.8,2.1
Carpinus betulus,7.0,30.0,65.4,19.6,6.7
Carpinus betulus,7.0,20.0,66.9,28.3,3.9
Carpinus betulus,10.0,20.0,240.5,63.6,3.9
Carpinus betulus,3.5,10.0,5.3,1.8,1.7
Carpinus betulus,11.0,20.0,202.0,50.3,3.9
Carpinus betulus,3.5,5.0,4.1,1.8,0.8
Aesculus hippocastanum,13.0,35.0,180.9,38.5,8.1
Aesculus hippocastanum,15.0,38.0,145.7,28.3,9.2
Aesculus hippocastanum,12.0,40.0,182.3,38.5,9.8
Aesculus hippocastanum,13.0,37.0,204.4,50.3,8.8
Aesculus hippocastanum,15.0,33.0,209.4,50.3,7.5
Aesculus hippocastanum,14.0,52.0,271.1,50.3,14.5
Aesculus hippocastanum,15.0,48.0,109.2,19.6,12.9
Aesculus hippocastanum,13.0,45.0,79.4,19.6,11.7
Aesculus hippocastanum,15.0,67.5,269.6,50.3,21.3
Celtis australis,13.0,35.0,161.7,50.3,1.5
Celtis australis,15.0,44.0,235.7,63.6,1.7
Celtis australis,16.0,54.0,310.6,78.5,2.0
Celtis australis,17.0,58.0,192.5,38.5,2.1
Celtis australis,16.0,40.0,51.1,12.6,1.6
Celtis australis,17.0,60.0,87.7,19.6,2.2
Celtis australis,16.0,45.0,74.4,15.9,1.8
Celtis australis,14.0,47.0,55.8,15.9,1.8
Celtis australis,14.0,47.0,51.9,15.9,1.8
Celtis australis,2.0,6.0,1.3,0.8,0.4
Celtis australis,17.0,56.0,122.4,28.3,2.1
Tilia cordata,2.5,8.0,3.3,1.8,0.8
Tilia cordata,2.5,9.0,2.9,1.8,1.0
Tilia cordata,2.5,8.0,3.3,1.8,0.8
Tilia cordata,5.0,11.0,7.4,3.1,1.3
Tilia cordata,4.0,9.0,4.2,1.8,1.0
Platanus x hispanica,8.0,25.0,71.5,28.3,5.7
Platanus x hispanica,4.0,10.0,5.4,3.1,1.5
Platanus x hispanica,10.0,40.0,251.2,63.6,11.3
Platanus x hispanica,9.0,29.0,191.8,56.7,7.1
Platanus x hispanica,4.0,12.0,8.3,4.9,2.0
Platanus x hispanica,10.0,43.0,186.1,50.3,12.6
Platanus x hispanica,8.0,22.0,96.1,44.2,4.7
Platanus x hispanica,11.0,44.0,329.7,78.5,13.1
Platanus x hispanica,8.5,32.0,159.7,50.3,8.2
Platanus x hispanica,8.0,32.0,128.4,50.3,8.2
Platanus x hispanica,4.5,12.0,6.4,3.1,2.0
Platanus x hispanica,8.0,26.0,154.9,50.3,6.0
Platanus x hispanica,5.0,11.0,15.1,9.6,1.7
Platanus x hispanica,5.0,6.0,7.0,4.9,0.8
Platanus x hispanica,4.5,14.0,12.1,7.1,2.4
Platanus x hispanica,4.5,16.0,8.4,4.9,3.0
Platanus x hispanica,9.0,33.0,126.5,38.5,8.5
Platanus x hispanica,11.0,27.0,127.5,38.5,6.4
Platanus x hispanica,6.0,8.0,5.1,3.1,1.1
Platanus x hispanica,5.0,10.0,8.3,4.9,1.5
Platanus x hispanica,5.5,11.0,6.7,3.1,1.7
Platanus x hispanica,6.0,11.0,16.0,9.6,1.7
Platanus x hispanica,8.0,24.0,74.8,28.3,5.3
Platanus x hispanica,5.0,8.0,3.2,1.8,1.1
Platanus x hispanica,20.0,80.0,532.3,113.1,31.0
Platanus x hispanica,20.0,80.0,499.9,113.1,31.0
Platanus x hispanica,20.0,80.0,564.8,113.1,31.0
Platanus x hispanica,15.0,30.0,300.7,113.1,7.4
Platanus x hispanica,20.0,80.0,434.9,113.1,31.0
Platanus x hispanica,20.0,80.0,499.9,113.1,31.0
Platanus x hispanica,22.0,100.0,509.0,78.5,34.9
Platanus x hispanica,22.0,60.0,514.9,113.1,20.5
Platanus x hispanica,25.0,110.0,646.6,113.1,30.1
Platanus x hispanica,24.0,95.0,505.8,113.1,36.5
Platanus x hispanica,23.0,130.0,672.6,132.7,3.1
Platanus x hispanica,24.0,100.0,624.7,176.7,34.9
Platanus x hispanica,18.0,115.0,696.3,176.7,6.7
Platanus x hispanica,22.0,80.0,540.3,153.9,31.0
Platanus x hispanica,24.0,80.0,467.8,132.7,31.0
Platanus x hispanica,24.0,80.0,697.0,201.1,31.0
Platanus x hispanica,24.0,135.0,1008.8,314.2,1.9
Platanus x hispanica,24.0,95.0,563.5,153.9,36.5
Platanus x hispanica,24.0,95.0,433.9,153.9,36.5
Platanus x hispanica,23.0,100.0,548.3,113.1,34.9
Platanus x hispanica,24.0,105.0,449.5,153.9,32.8
Platanus x hispanica,24.0,105.0,519.3,176.7,32.8
Platanus x hispanica,24.0,110.0,1099.8,283.5,30.1
Platanus x hispanica,6.0,19.0,48.3,28.3,3.8
Platanus x hispanica,24.0,120.0,842.4,254.5,5.5
Platanus x hispanica,5.5,9.0,5.1,3.1,1.3
Platanus x hispanica,25.0,140.0,1074.8,254.5,0.7
Platanus x hispanica,12.0,29.0,61.3,19.6,7.1
Platanus x hispanica,25.0,135.0,1310.0,314.2,1.9
Platanus x hispanica,22.0,55.0,499.3,113.1,18.1
Platanus x hispanica,24.0,110.0,930.4,254.5,30.1
Platanus x hispanica,24.0,110.0,760.2,254.5,30.1
Platanus x hispanica,25.0,140.0,1174.4,314.2,0.7
Platanus x hispanica,24.0,75.0,399.2,153.9,28.3
Platanus x hispanica,24.0,100.0,954.4,254.5,34.9
Platanus x hispanica,24.0,110.0,930.4,254.5,30.1
Platanus x hispanica,24.0,100.0,735.0,254.5,34.9
Platanus x hispanica,24.0,75.0,769.1,227.0,28.3
Platanus x hispanica,24.0,95.0,570.3,201.1,36.5
Platanus x hispanica,16.0,230.0,1416.6,314.2,8.1
Platanus x hispanica,15.0,35.0,412.3,113.1,9.3
Platanus x hispanica,4.5,10.0,10.1,7.1,1.5
Platanus x hispanica,8.0,28.0,184.0,56.7,6.7
Platanus x hispanica,6.0,9.0,10.1,7.1,1.3
Platanus x hispanica,9.0,37.0,150.0,50.3,10.1
Platanus x hispanica,4.5,10.0,11.7,9.6,1.5
Platanus x hispanica,4.5,11.0,7.8,4.9,1.7
Platanus x hispanica,4.5,9.0,6.0,4.9,1.3
Platanus x hispanica,12.0,34.0,289.0,78.5,8.9
Platanus x hispanica,4.5,9.0,9.7,7.1,1.3
Platanus x hispanica,4.0,9.0,5.8,4.9,1.3
Platanus x hispanica,11.0,28.0,165.2,50.3,6.7
Platanus x hispanica,6.0,12.0,15.6,9.6,2.0
Platanus x hispanica,6.0,10.0,11.9,9.6,1.5
Platanus x hispanica,11.0,36.0,248.3,63.6,9.7
Platanus x hispanica,10.5,29.0,174.6,50.3,7.1
Platanus x hispanica,11.0,34.0,215.0,56.7,8.9
Platanus x hispanica,4.5,10.0,14.1,9.6,1.5
Tilia x europaea,20.0,75.8,385.6,50.3,40.7
Tilia x europaea,19.0,68.1,319.2,44.2,35.2
Tilia x europaea,19.0,79.6,379.9,50.3,43.5
Tilia x europaea,16.0,67.5,383.5,63.6,34.8
Tilia x europaea,18.0,77.7,434.8,70.9,42.1
Tilia x europaea,21.0,77.0,400.8,63.6,41.6
Tilia x europaea,19.0,69.4,247.4,44.2,36.1
Tilia x europaea,20.0,71.6,312.9,50.3,37.7
Tilia x europaea,19.0,37.2,274.2,63.6,15.6
Tilia x europaea,17.0,62.1,288.6,50.3,31.1
Tilia x europaea,11.0,38.5,117.4,28.3,16.3
Tilia x europaea,17.0,76.1,350.4,50.3,40.9
Tilia x europaea,20.0,68.8,331.9,44.2,35.7
Tilia x europaea,19.0,60.2,206.4,38.5,29.8
Tilia x europaea,17.0,77.0,254.7,38.5,41.6
Tilia x europaea,18.5,70.7,206.1,28.3,37.0
Tilia x europaea,18.0,86.6,588.6,113.1,48.8
Tilia x europaea,19.0,75.1,351.3,63.6,40.2
Tilia x europaea,18.0,59.8,198.0,38.5,29.6
Tilia x europaea,3.0,6.4,4.8,3.1,1.5
Tilia x europaea,18.5,64.9,347.9,50.3,33.0
Tilia x europaea,19.0,61.1,254.0,38.5,30.4
Tilia x europaea,18.0,79.6,411.8,78.5,43.5
Tilia x europaea,10.0,28.7,170.1,44.2,10.9
Carpinus betulus,3.0,8.0,3.0,0.8,1.3
Carpinus betulus,7.0,26.0,34.3,12.6,5.6
Carpinus betulus,6.0,20.0,33.3,12.6,3.9
Carpinus betulus,4.0,10.0,17.7,9.6,1.7
Carpinus betulus,3.0,20.0,18.1,7.1,3.9
Carpinus betulus,3.0,12.0,30.3,12.6,2.1
Carpinus betulus,8.0,30.0,61.1,19.6,6.7
Carpinus betulus,7.0,36.0,69.8,19.6,5.8
Carpinus betulus,8.0,20.0,59.8,19.6,3.9
Carpinus betulus,5.0,12.0,12.7,7.1,2.1
Carpinus betulus,10.0,30.0,115.2,28.3,6.7
Carpinus betulus,3.0,8.0,6.6,3.1,1.3
Carpinus betulus,4.0,10.0,11.9,7.1,1.7
Carpinus betulus,4.0,10.0,17.7,9.6,1.7
Carpinus betulus,5.0,15.0,26.7,12.6,2.7
Carpinus betulus,5.0,16.0,22.3,9.6,3.0
Carpinus betulus,3.0,10.0,9.8,4.9,1.7
Carpinus betulus,5.0,10.0,6.2,3.1,1.7
Carpinus betulus,4.0,9.0,8.0,4.9,1.5
Carpinus betulus,5.5,14.0,16.7,7.1,2.5
Carpinus betulus,4.0,12.0,10.7,4.9,2.1
Carpinus betulus,8.0,20.0,49.5,19.6,3.9
Carpinus betulus,7.0,20.0,17.4,7.1,3.9
Carpinus betulus,8.0,28.0,78.9,28.3,6.1
Carpinus betulus,7.0,26.0,84.3,28.3,5.6
Carpinus betulus,8.0,26.0,58.1,19.6,5.6
Carpinus betulus,8.0,28.0,102.5,28.3,6.1
Carpinus betulus,11.0,32.0,123.5,28.3,6.7
Celtis australis,7.0,17.0,39.8,19.6,0.9
Carpinus betulus,9.0,38.0,112.7,28.3,5.2
Carpinus betulus,10.0,39.0,126.4,28.3,4.8
Carpinus betulus,10.5,39.0,114.5,28.3,4.8
Carpinus betulus,9.0,37.0,118.4,28.3,5.5
Carpinus betulus,7.0,17.0,50.5,19.6,3.2
Carpinus betulus,8.0,20.0,37.5,12.6,3.9
Carpinus betulus,10.0,25.0,100.1,33.2,5.3
Carpinus betulus,9.0,13.0,97.7,38.5,2.3
Carpinus betulus,12.0,35.0,177.7,38.5,6.1
Carpinus betulus,11.0,39.0,88.9,19.6,4.8
Carpinus betulus,11.0,48.0,259.3,50.3,0.3
Carpinus betulus,12.0,31.0,215.5,50.3,6.8
Carpinus betulus,11.0,43.0,342.9,63.6,2.9
Platanus x hispanica,16.0,60.0,484.9,201.1,20.5
Platanus x hispanica,15.0,53.0,422.5,113.1,17.1
Carpinus betulus,3.0,6.0,2.7,0.8,1.0
Carpinus betulus,3.0,6.0,2.7,0.8,1.0
Carpinus betulus,3.0,6.0,2.7,0.8,1.0
Carpinus betulus,3.0,6.0,2.1,0.8,1.0
Carpinus betulus,3.5,5.0,2.8,0.8,0.8
Celtis australis,12.0,40.0,304.2,95.0,1.6
Celtis australis,8.0,32.0,133.2,50.3,1.4
Celtis australis,9.0,29.0,142.1,50.3,1.3
Celtis australis,11.0,33.0,179.0,63.6,1.4
Celtis australis,8.5,18.0,27.7,12.6,0.9
Celtis australis,10.0,24.0,137.3,50.3,1.1
Celtis australis,11.0,38.0,302.2,78.5,1.6
Celtis australis,11.0,38.0,284.8,78.5,1.6
Celtis australis,10.0,34.0,176.3,63.6,1.4
Celtis australis,11.0,42.0,313.0,78.5,1.7
Celtis australis,11.0,42.0,295.0,78.5,1.7
Celtis australis,10.0,34.0,176.3,63.6,1.4
Celtis australis,10.5,42.0,274.5,78.5,1.7
Celtis australis,6.0,12.0,10.8,7.1,0.7
Celtis australis,6.0,12.0,10.8,7.1,0.7
Celtis australis,5.0,9.0,13.5,12.6,0.6
Celtis australis,4.0,9.0,13.7,12.6,0.6
Aesculus hippocastanum,12.0,66.9,294.6,50.3,20.8
Celtis australis,12.0,37.0,287.4,78.5,1.5
Celtis australis,9.0,38.0,106.2,38.5,1.6
Celtis australis,9.0,29.0,116.6,38.5,1.3
Celtis australis,9.0,26.0,86.4,38.5,1.2
Celtis australis,9.0,25.0,85.2,38.5,1.2
Celtis australis,9.0,33.0,115.0,38.5,1.4
Celtis australis,9.0,26.0,105.8,38.5,1.2
Celtis australis,6.0,18.0,21.1,12.6,0.9
Celtis australis,9.0,39.0,114.6,38.5,1.6
Celtis australis,9.0,27.0,113.7,38.5,1.2
Celtis australis,6.0,22.0,19.7,12.6,1.1
Celtis australis,9.0,26.0,112.2,38.5,1.2
Celtis australis,9.0,22.0,105.8,38.5,1.1
Celtis australis,9.0,34.0,109.2,38.5,1.4
Celtis australis,9.0,22.0,81.5,38.5,1.1
Celtis australis,9.0,28.0,95.3,38.5,1.3
Celtis australis,9.0,24.0,109.1,38.5,1.1
Celtis australis,9.0,33.0,122.1,38.5,1.4
Celtis australis,9.0,32.0,120.7,38.5,1.4
Celtis australis,9.0,39.0,122.0,38.5,1.6
Celtis australis,9.0,32.0,113.8,38.5,1.4
Celtis australis,7.0,22.0,43.6,19.6,1.1
Celtis australis,7.0,21.0,38.0,19.6,1.0
Celtis australis,9.0,39.0,129.5,38.5,1.6
Celtis australis,9.0,27.0,87.6,38.5,1.2
Celtis australis,9.0,35.0,110.3,38.5,1.5
Celtis australis,9.0,29.0,109.9,38.5,1.3
Celtis australis,7.0,24.0,45.0,19.6,1.1
Celtis australis,9.0,32.0,120.7,38.5,1.4
Celtis australis,7.0,22.0,43.6,19.6,1.1
Celtis australis,9.0,29.0,96.5,38.5,1.3
Celtis australis,9.0,26.0,99.3,38.5,1.2
Celtis australis,9.0,29.0,109.9,38.5,1.3
Celtis australis,9.0,33.0,115.0,38.5,1.4
Celtis australis,9.0,32.0,120.7,38.5,1.4
Celtis australis,9.0,28.0,101.9,38.5,1.3
Celtis australis,9.0,28.0,115.2,38.5,1.3
Celtis australis,9.0,36.0,118.6,38.5,1.5
Celtis australis,9.0,27.0,87.6,38.5,1.2
Celtis australis,9.0,32.0,106.9,38.5,1.4
Celtis australis,9.0,31.0,91.9,38.5,1.4
Celtis australis,6.0,24.0,37.7,19.6,1.1
Celtis australis,6.0,24.0,42.6,19.6,1.1
Celtis australis,5.0,19.0,17.6,12.6,1.0
Celtis australis,9.0,34.0,123.3,38.5,1.4
Celtis australis,9.0,33.0,101.0,38.5,1.4
Celtis australis,9.0,28.0,95.3,38.5,1.3
Celtis australis,7.0,24.0,57.0,28.3,1.1
Celtis australis,7.0,24.0,68.9,28.3,1.1
Celtis australis,9.0,29.0,116.6,38.5,1.3
Celtis australis,9.0,29.0,103.2,38.5,1.3
Celtis australis,9.0,27.0,113.7,38.5,1.2
Celtis australis,9.0,34.0,102.1,38.5,1.4
Celtis australis,9.0,32.0,93.0,38.5,1.4
Celtis australis,9.0,31.0,119.4,38.5,1.4
Celtis australis,9.0,33.0,122.1,38.5,1.4
Celtis australis,9.0,38.0,128.3,38.5,1.6
Celtis australis,9.0,31.0,119.4,38.5,1.4
Celtis australis,9.0,35.0,110.3,38.5,1.5
Celtis australis,9.0,27.0,113.7,38.5,1.2
Celtis australis,9.0,29.0,89.8,38.5,1.3
Celtis australis,9.0,26.0,105.8,38.5,1.2
Celtis australis,10.0,29.0,156.3,50.3,1.3
Celtis australis,10.0,29.0,165.8,50.3,1.3
Celtis australis,10.0,31.0,160.0,50.3,1.4
Celtis australis,10.0,33.0,143.7,50.3,1.4
Celtis australis,10.0,48.0,186.7,50.3,1.8
Celtis australis,10.0,50.0,201.0,50.3,1.9
Celtis australis,10.0,34.0,135.1,50.3,1.4
Celtis australis,10.0,33.0,163.6,50.3,1.4
Celtis australis,10.0,34.0,155.3,50.3,1.4
Celtis australis,10.0,38.0,172.0,50.3,1.6
Celtis australis,10.0,34.0,135.1,50.3,1.4
Celtis australis,10.0,41.0,176.6,50.3,1.6
Celtis australis,10.0,38.0,182.4,50.3,1.6
Celtis australis,10.0,40.0,175.1,50.3,1.6
Celtis australis,10.0,36.0,148.1,50.3,1.5
Celtis australis,10.0,38.0,182.4,50.3,1.6
Celtis australis,10.0,31.0,130.8,50.3,1.4
Celtis australis,12.0,43.0,321.5,78.5,1.7
Celtis australis,12.0,48.0,334.3,78.5,1.8
Celtis australis,12.0,38.0,272.4,78.5,1.6
Celtis australis,12.0,46.0,310.4,78.5,1.8
Celtis australis,12.0,35.0,299.0,78.5,1.5
Celtis australis,12.0,54.0,348.5,78.5,2.0
Celtis australis,12.0,44.0,324.2,78.5,1.7
Celtis australis,12.0,34.0,296.0,78.5,1.4
Celtis australis,12.0,34.0,227.9,78.5,1.4
Celtis australis,12.0,39.0,310.6,78.5,1.6
Celtis australis,10.0,24.0,119.5,50.3,1.1
Celtis australis,12.0,44.0,286.9,78.5,1.7
Celtis australis,12.0,41.0,279.8,78.5,1.6
Celtis australis,12.0,44.0,324.2,78.5,1.7
Celtis australis,12.0,48.0,334.3,78.5,1.8
Celtis australis,12.0,43.0,321.5,78.5,1.7
Celtis australis,12.0,32.0,223.1,78.5,1.4
Celtis australis,12.0,46.0,329.3,78.5,1.8
Celtis australis,12.0,52.0,304.3,78.5,2.0
Celtis australis,12.0,54.0,268.4,78.5,2.0
Celtis australis,13.0,60.0,304.9,78.5,2.2
Celtis australis,13.0,60.0,368.4,78.5,2.2
Celtis australis,12.0,39.0,310.6,78.5,1.6
Celtis australis,13.0,56.0,359.6,78.5,2.1
Celtis australis,13.0,55.0,336.8,78.5,2.0
Celtis australis,13.0,46.0,335.4,78.5,1.8
Celtis australis,13.0,50.0,345.5,78.5,1.9
Celtis australis,13.0,46.0,277.6,78.5,1.8
Celtis australis,13.0,45.0,332.9,78.5,1.8
Celtis australis,8.0,28.0,50.1,19.6,1.3
Celtis australis,11.0,26.0,85.4,28.3,1.2
Carpinus betulus,4.0,7.0,6.6,3.1,1.1
Carpinus betulus,4.0,7.0,6.6,3.1,1.1
Platanus x hispanica,4.0,7.0,2.9,1.8,0.9
Platanus x hispanica,8.0,19.0,138.7,50.3,3.8
Carpinus betulus,6.0,16.0,67.8,28.3,3.0
Carpinus betulus,6.0,20.0,122.1,38.5,3.9
Carpinus betulus,5.0,13.0,23.8,12.6,2.3
Carpinus betulus,5.0,16.0,47.1,19.6,3.0
Carpinus betulus,5.0,14.0,53.8,28.3,2.5
Carpinus betulus,6.0,18.0,117.7,38.5,3.5
Carpinus betulus,4.0,14.0,42.6,19.6,2.5
Platanus x hispanica,24.0,60.0,519.6,113.1,20.5
Platanus x hispanica,12.0,19.0,96.9,38.5,3.8
Platanus x hispanica,26.0,125.0,1274.9,314.2,4.3
Platanus x hispanica,24.0,110.0,987.1,254.5,30.1
Platanus x hispanica,22.0,110.0,685.5,176.7,30.1
Platanus x hispanica,24.0,100.0,844.7,254.5,34.9
Platanus x hispanica,22.0,90.0,638.6,176.7,36.5
Carpinus betulus,6.0,13.0,26.9,12.6,2.3
Tilia cordata,4.0,10.0,8.5,4.9,1.1
Celtis australis,12.0,40.0,277.4,78.5,1.6
Celtis australis,13.0,48.0,373.8,95.0,1.8
Celtis australis,8.0,20.0,67.7,28.3,1.0
Celtis australis,13.0,42.0,334.8,95.0,1.7
Celtis australis,13.0,44.0,378.4,113.1,1.7
Celtis australis,12.0,34.0,227.1,63.6,1.4
Celtis australis,13.0,44.0,353.8,113.1,1.7
Celtis australis,9.0,26.0,196.1,78.5,1.2
Celtis australis,7.0,24.0,140.7,50.3,1.1
Celtis australis,7.0,18.0,48.0,28.3,0.9
Celtis australis,7.0,18.0,51.5,28.3,0.9
Celtis australis,7.0,18.0,62.3,28.3,0.9
Celtis australis,8.0,20.0,112.8,50.3,1.0
Celtis australis,9.0,26.0,119.0,50.3,1.2
Celtis australis,9.0,25.0,152.4,50.3,1.2
Celtis australis,9.0,19.0,94.7,38.5,1.0
Celtis australis,7.0,18.0,62.3,28.3,0.9
Celtis australis,8.0,20.0,75.7,38.5,1.0
Platanus x hispanica,8.0,16.0,72.5,38.5,3.0
Platanus x hispanica,7.0,16.0,61.9,28.3,3.0
Platanus x hispanica,24.0,160.0,1798.7,490.9,0.3
Platanus x hispanica,4.0,6.0,2.9,1.8,0.8
Platanus x hispanica,25.0,110.0,646.6,113.1,30.1
Platanus x hispanica,6.0,10.0,50.0,28.3,1.5
Platanus x hispanica,16.0,38.0,343.4,78.5,10.5
Platanus x hispanica,8.0,16.0,130.5,50.3,3.0
Platanus x hispanica,24.0,150.0,1957.9,452.4,0.3
Aesculus hippocastanum,5.0,15.0,11.8,7.1,2.3
Aesculus hippocastanum,11.0,70.0,213.5,38.5,22.2
Aesculus hippocastanum,6.0,18.0,17.5,7.1,3.0
Aesculus hippocastanum,3.0,8.0,4.7,3.1,0.9
Aesculus hippocastanum,3.0,8.0,6.1,3.1,0.9
Aesculus hippocastanum,2.0,6.0,1.4,0.8,0.6
Aesculus hippocastanum,10.0,60.0,112.3,28.3,17.6
Platanus x hispanica,10.0,40.0,116.5,38.5,11.3
Platanus x hispanica,17.0,80.0,339.5,63.6,31.0
