Species,Height,Diameter,Canopy_size,Leaf_area,CO2
Platanus x hispanica,16.0,170.0,380.1,1615.6,8.1
Platanus x hispanica,22.0,170.0,346.4,1561.8,8.1
Platanus x hispanica,18.0,140.0,314.2,1250.7,0.7
Carpinus betulus,13.0,20.0,12.6,39.1,3.9
Carpinus betulus,13.0,15.0,28.3,103.7,2.7
Carpinus betulus,14.0,26.0,50.3,202.1,5.6
Aesculus hippocastanum,12.0,50.0,50.3,265.9,13.6
Aesculus hippocastanum,6.0,20.0,28.3,76.5,3.4
Aesculus hippocastanum,12.0,76.0,113.1,639.7,25.2
Aesculus hippocastanum,13.0,82.0,63.6,369.9,28.3
Aesculus hippocastanum,13.0,44.0,28.3,139.8,11.3
Aesculus hippocastanum,13.0,46.0,50.3,205.4,12.1
Aesculus hippocastanum,5.0,12.0,12.6,21.3,1.7
Aesculus hippocastanum,12.0,56.0,78.5,412.4,16.0
Aesculus hippocastanum,13.0,72.0,113.1,630.5,23.3
Aesculus hippocastanum,13.0,48.0,38.5,202.2,12.8
Aesculus hippocastanum,5.0,15.0,7.1,13.5,2.3
Aesculus hippocastanum,5.0,9.0,12.6,19.3,1.1
Aesculus hippocastanum,10.0,52.0,78.5,410.7,14.2
Aesculus hippocastanum,13.0,32.0,12.6,55.2,7.1
Aesculus hippocastanum,12.0,60.0,63.6,302.0,17.7
Aesculus hippocastanum,5.0,12.0,7.1,12.5,1.7
Platanus x hispanica,22.0,64.0,176.7,566.2,22.5
Platanus x hispanica,22.0,142.0,201.1,853.5,0.3
Platanus x hispanica,23.0,100.0,346.4,1149.8,34.9
Platanus x hispanica,22.0,50.0,132.7,453.5,15.7
Platanus x hispanica,21.0,55.0,50.3,290.2,18.1
Platanus x hispanica,22.0,110.0,176.7,567.3,30.1
Platanus x hispanica,21.0,70.0,132.7,449.5,25.6
Platanus x hispanica,23.0,105.0,153.9,487.6,32.8
Platanus x hispanica,25.0,90.0,153.9,421.8,36.5
Platanus x hispanica,23.0,110.0,227.0,678.1,30.1
Platanus x hispanica,23.0,85.0,78.5,519.5,33.7
Platanus x hispanica,21.0,72.0,63.6,385.7,26.7
Platanus x hispanica,25.0,100.0,283.5,941.2,34.9
Platanus x hispanica,23.0,105.0,132.7,516.2,32.8
Platanus x hispanica,22.0,90.0,95.0,438.3,36.5
Platanus x hispanica,22.0,38.0,132.7,436.7,10.5
Platanus x hispanica,24.0,135.0,254.5,1061.1,1.9
Celtis australis,14.0,58.0,113.1,391.8,2.1
Celtis australis,18.0,58.0,63.6,261.0,2.1
Platanus x hispanica,25.0,105.0,254.5,971.0,32.8
Platanus x hispanica,21.0,60.0,176.7,553.4,20.5
Platanus x hispanica,19.0,80.0,132.7,572.1,31.0
Platanus x hispanica,24.0,110.0,346.4,1343.5,30.1
Platanus x hispanica,21.0,105.0,254.5,803.6,32.8
Platanus x hispanica,20.0,50.0,78.5,407.5,15.7
Platanus x hispanica,23.0,80.0,95.0,552.3,31.0
Platanus x hispanica,21.0,80.0,113.1,534.8,31.0
Platanus x hispanica,19.0,80.0,227.0,696.4,31.0
Platanus x hispanica,28.0,145.0,490.9,1616.6,0.3
Celtis australis,16.0,60.0,153.9,441.1,2.2
Celtis australis,16.0,55.0,113.1,388.1,2.0
Celtis australis,15.0,60.0,95.0,439.1,2.2
Platanus x hispanica,4.0,6.0,3.1,4.0,0.8
Tilia x europaea,15.0,50.0,50.3,283.1,23.2
Tilia x europaea,16.0,50.0,50.3,292.5,23.2
Tilia x europaea,14.0,50.0,50.3,242.6,23.2
Tilia x europaea,15.0,50.0,50.3,283.1,23.2
Tilia x europaea,20.0,70.0,50.3,375.0,36.6
Tilia x europaea,15.0,50.0,50.3,218.0,23.2
Aesculus hippocastanum,6.0,18.0,28.3,56.7,3.0
Aesculus hippocastanum,6.0,18.0,50.3,126.3,3.0
Aesculus hippocastanum,7.0,18.0,50.3,130.4,3.0
Aesculus hippocastanum,6.0,30.0,38.5,107.6,6.2
Tilia x europaea,6.0,15.0,19.6,40.8,4.6
Carpinus betulus,10.0,19.0,28.3,98.1,3.7
Carpinus betulus,8.0,19.0,28.3,74.0,3.7
Carpinus betulus,12.0,19.0,28.3,107.6,3.7
Carpinus betulus,12.0,19.0,28.3,107.6,3.7
Carpinus betulus,12.0,28.0,38.5,174.3,6.1
Tilia cordata,7.0,14.0,19.6,39.5,1.7
Tilia cordata,8.0,19.0,12.6,25.4,2.6
Tilia cordata,6.0,19.0,19.6,47.2,2.6
Celtis australis,7.0,20.0,28.3,64.6,1.0
Celtis australis,5.0,22.0,28.3,46.9,1.1
Celtis australis,4.0,8.0,3.1,4.0,0.5
Celtis australis,7.0,22.0,38.5,86.5,1.1
Celtis australis,7.0,22.0,50.3,112.9,1.1
Celtis australis,7.0,25.0,50.3,134.6,1.2
Celtis australis,6.0,20.0,38.5,90.9,1.0
Celtis australis,6.0,12.0,12.6,20.7,0.7
Celtis australis,7.0,22.0,50.3,136.5,1.1
Celtis australis,7.0,24.0,50.3,108.4,1.1
Celtis australis,4.0,6.0,0.8,2.3,0.4
Celtis australis,6.0,22.0,28.3,60.1,1.1
Celtis australis,6.0,22.0,28.3,60.1,1.1
Celtis australis,6.0,25.0,28.3,66.8,1.2
Celtis australis,6.0,22.0,38.5,94.0,1.1
Celtis australis,4.0,6.0,0.8,2.3,0.4
Celtis australis,7.0,30.0,50.3,152.3,1.3
Celtis australis,8.0,30.0,78.5,263.0,1.3
Celtis australis,6.0,20.0,38.5,90.9,1.0
Celtis australis,4.0,6.0,0.8,2.2,0.4
Celtis australis,4.0,10.0,3.1,5.6,0.6
Celtis australis,8.0,22.0,50.3,141.0,1.1
Celtis australis,7.0,18.0,38.5,70.1,0.9
Celtis australis,12.0,24.0,78.5,216.6,1.1
Celtis australis,6.0,22.0,50.3,101.7,1.1
Celtis australis,8.0,18.0,28.3,54.0,0.9
Celtis australis,7.0,18.0,28.3,62.3,0.9
Celtis australis,7.0,18.0,28.3,62.3,0.9
Celtis australis,7.0,18.0,50.3,127.1,0.9
Celtis australis,8.0,20.0,63.6,180.4,1.0
Celtis australis,7.0,24.0,38.5,95.0,1.1
Celtis australis,7.0,25.0,50.3,142.8,1.2
Celtis australis,7.0,24.0,38.5,95.0,1.1
Celtis australis,8.0,35.0,50.3,166.1,1.5
Celtis australis,6.0,32.0,28.3,72.8,1.4
Celtis australis,4.0,16.0,19.6,33.2,0.8
Celtis australis,8.0,25.0,50.3,113.6,1.2
Celtis australis,4.0,20.0,12.6,21.9,1.0
Celtis australis,3.0,8.0,0.8,1.9,0.5
Celtis australis,8.0,30.0,50.3,130.2,1.3
Celtis australis,6.0,20.0,19.6,33.1,1.0
Celtis australis,5.0,10.0,7.1,8.2,0.6
Celtis australis,4.0,6.0,0.8,2.5,0.4
Celtis australis,7.0,22.0,38.5,80.9,1.1
Celtis australis,6.0,30.0,50.3,130.5,1.3
Celtis australis,4.0,6.0,0.8,2.2,0.4
Celtis australis,7.0,30.0,63.6,179.6,1.3
Celtis australis,7.0,25.0,38.5,102.3,1.2
Celtis australis,8.0,20.0,50.3,112.8,1.0
Celtis australis,6.0,20.0,28.3,61.7,1.0
Celtis australis,7.0,20.0,28.3,60.9,1.0
Celtis australis,7.0,20.0,38.5,89.1,1.0
Celtis australis,9.0,25.0,63.6,188.7,1.2
Celtis australis,8.0,22.0,50.3,141.0,1.1
Celtis australis,6.0,18.0,28.3,52.6,0.9
Celtis australis,8.0,30.0,50.3,157.3,1.3
Celtis australis,10.0,30.0,78.5,272.9,1.3
Celtis australis,8.0,25.0,50.3,113.6,1.2
Celtis australis,8.0,40.0,50.3,174.1,1.6
Celtis australis,10.0,32.0,78.5,263.1,1.4
Celtis australis,10.0,30.0,78.5,225.8,1.3
Celtis australis,10.0,35.0,78.5,255.0,1.5
Celtis australis,3.0,6.0,0.8,1.8,0.4
Celtis australis,8.0,30.0,50.3,157.3,1.3
Celtis australis,10.0,35.0,78.5,288.1,1.5
Celtis australis,8.0,20.0,38.5,98.3,1.0
Celtis australis,8.0,22.0,38.5,90.0,1.1
Celtis australis,8.0,25.0,78.5,246.6,1.2
Celtis australis,10.0,25.0,78.5,197.0,1.2
Celtis australis,10.0,25.0,78.5,197.0,1.2
Celtis australis,10.0,30.0,78.5,225.8,1.3
Celtis australis,10.0,30.0,78.5,272.9,1.3
Celtis australis,10.0,25.0,50.3,148.3,1.2
Celtis australis,10.0,25.0,78.5,197.0,1.2
Celtis australis,7.0,20.0,28.3,64.6,1.0
Tilia x europaea,18.0,60.0,50.3,332.8,29.7
Tilia x europaea,12.0,60.0,50.3,210.9,29.7
Tilia x europaea,8.0,18.0,28.3,78.1,5.8
Tilia x europaea,9.0,20.0,38.5,115.4,6.7
Tilia x europaea,13.0,60.0,50.3,283.0,29.7
Tilia x europaea,15.0,50.0,50.3,250.6,23.2
Tilia x europaea,12.0,35.0,50.3,174.4,14.3
Tilia x europaea,15.0,60.0,63.6,380.5,29.7
Tilia x europaea,10.0,20.0,38.5,127.4,6.7
Tilia x europaea,5.0,10.0,7.1,12.8,2.6
Tilia x europaea,7.0,12.0,12.6,26.3,3.4
Tilia x europaea,18.0,55.0,50.3,322.8,26.4
Tilia x europaea,15.0,65.0,50.3,310.6,33.1
Tilia x europaea,7.0,12.0,12.6,24.8,3.4
Tilia x europaea,12.0,20.0,38.5,137.9,6.7
Tilia x europaea,7.0,12.0,12.6,24.8,3.4
Tilia x europaea,15.0,60.0,50.3,301.9,29.7
Tilia x europaea,15.0,50.0,50.3,283.1,23.2
Tilia x europaea,15.0,60.0,50.3,301.9,29.7
Tilia x europaea,7.0,10.0,12.6,23.2,2.6
Tilia x europaea,15.0,70.0,78.5,455.6,36.6
Tilia x europaea,15.0,60.0,50.3,232.5,29.7
Tilia x europaea,10.0,30.0,50.3,189.4,11.6
Tilia x europaea,12.0,40.0,50.3,223.7,17.1
Tilia x europaea,15.0,70.0,50.3,318.8,36.6
Tilia x europaea,12.0,60.0,50.3,273.9,29.7
Tilia x europaea,12.0,60.0,50.3,210.9,29.7
Tilia x europaea,7.0,12.0,12.6,20.2,3.4
Tilia x europaea,12.0,70.0,50.3,289.2,36.6
Tilia x europaea,16.0,60.0,50.3,311.9,29.7
Tilia x europaea,12.0,30.0,50.3,202.1,11.6
Tilia x europaea,12.0,50.0,38.5,146.7,23.2
Tilia x europaea,12.0,60.0,50.3,273.9,29.7
Tilia x europaea,16.0,60.0,50.3,240.2,29.7
Tilia x europaea,10.0,60.0,38.5,166.2,29.7
Tilia x europaea,15.0,60.0,50.3,301.9,29.7
Tilia x europaea,16.0,80.0,78.5,516.2,43.8
Tilia x europaea,12.0,60.0,50.3,210.9,29.7
Tilia x europaea,12.0,60.0,50.3,273.9,29.7
Tilia x europaea,12.0,50.0,50.3,197.8,23.2
Tilia x europaea,10.0,40.0,50.3,209.7,17.1
Tilia x europaea,16.0,40.0,50.3,254.8,17.1
Tilia x europaea,5.0,12.0,12.6,23.3,3.4
Tilia x europaea,12.0,60.0,50.3,242.4,29.7
Tilia x europaea,4.0,10.0,0.8,3.1,2.6
Tilia x europaea,10.0,70.0,78.5,390.0,36.6
Tilia x europaea,4.0,8.0,0.8,2.7,2.0
Tilia x europaea,6.0,15.0,3.1,6.9,4.6
Tilia x europaea,15.0,60.0,63.6,380.5,29.7
Tilia x europaea,7.0,15.0,7.1,16.9,4.6
Tilia x europaea,15.0,70.0,113.1,503.7,36.6
Tilia x europaea,12.0,55.0,50.3,204.6,26.4
Tilia x europaea,6.0,12.0,12.6,24.7,3.4
Tilia x europaea,12.0,60.0,50.3,258.2,29.7
Tilia x europaea,15.0,70.0,78.5,483.4,36.6
Tilia x europaea,17.0,40.0,38.5,177.5,17.1
Tilia x europaea,18.0,60.0,78.5,484.0,29.7
Tilia x europaea,15.0,70.0,50.3,318.8,36.6
Tilia x europaea,18.0,60.0,78.5,428.3,29.7
Tilia x europaea,7.0,12.0,12.6,26.3,3.4
Tilia x europaea,12.0,70.0,63.6,329.5,36.6
Tilia x europaea,15.0,80.0,63.6,397.0,43.8
Tilia x europaea,15.0,50.0,63.6,295.3,23.2
Tilia x europaea,7.0,15.0,28.3,61.9,4.6
Tilia x europaea,6.0,8.0,3.1,7.1,2.0
Tilia x europaea,7.0,15.0,12.6,28.4,4.6
Tilia x europaea,4.0,6.0,0.8,2.9,1.3
Tilia x europaea,12.0,60.0,50.3,242.4,29.7
Tilia x europaea,10.0,30.0,28.3,84.9,11.6
Tilia x europaea,4.0,6.0,0.8,2.9,1.3
Tilia x europaea,7.0,18.0,19.6,43.1,5.8
Tilia x europaea,15.0,50.0,38.5,165.1,23.2
Tilia x europaea,15.0,55.0,50.3,292.8,26.4
Tilia x europaea,14.0,50.0,50.3,274.1,23.2
Aesculus hippocastanum,10.0,45.0,19.6,81.7,11.5
Aesculus hippocastanum,9.0,45.0,38.5,168.8,11.4
Aesculus hippocastanum,8.0,50.0,38.5,139.4,13.3
Aesculus hippocastanum,7.0,35.0,12.6,30.6,7.8
Aesculus hippocastanum,7.0,50.0,28.3,98.0,13.2
Aesculus hippocastanum,12.0,80.0,50.3,313.9,27.2
Aesculus hippocastanum,12.0,50.0,28.3,139.6,13.6
Aesculus hippocastanum,11.0,45.0,28.3,106.3,11.6
Aesculus hippocastanum,8.0,30.0,28.3,80.1,6.3
Aesculus hippocastanum,12.0,55.0,78.5,334.8,15.6
Aesculus hippocastanum,6.0,25.0,12.6,33.2,4.7
Aesculus hippocastanum,8.0,35.0,12.6,42.2,7.9
Aesculus hippocastanum,12.0,40.0,50.3,245.7,9.8
Aesculus hippocastanum,7.0,40.0,12.6,32.0,9.5
Aesculus hippocastanum,6.0,30.0,12.6,35.4,6.2
Aesculus hippocastanum,12.0,60.0,50.3,234.7,17.7
Aesculus hippocastanum,7.0,18.0,7.1,18.7,3.0
Aesculus hippocastanum,14.0,60.0,50.3,233.0,17.9
Aesculus hippocastanum,10.0,60.0,50.3,219.9,17.6
Aesculus hippocastanum,12.0,40.0,50.3,217.5,9.8
Aesculus hippocastanum,10.0,60.0,50.3,265.7,17.6
Aesculus hippocastanum,12.0,60.0,78.5,396.8,17.7
Aesculus hippocastanum,12.0,60.0,50.3,251.0,17.7
Aesculus hippocastanum,12.0,60.0,50.3,283.5,17.7
Aesculus hippocastanum,14.0,75.0,78.5,474.4,24.9
Aesculus hippocastanum,14.0,75.0,113.1,494.9,24.9
Aesculus hippocastanum,12.0,70.0,113.1,514.3,22.3
Aesculus hippocastanum,11.0,50.0,50.3,198.2,13.5
Platanus x hispanica,38.0,140.0,490.9,1835.0,0.7
Tilia cordata,4.5,16.0,7.1,11.3,2.1
Tilia cordata,7.0,26.0,38.5,103.1,4.0
Tilia cordata,10.0,22.0,28.3,71.1,3.2
Tilia cordata,6.0,15.0,12.6,23.8,1.9
Tilia cordata,5.0,15.0,12.6,22.4,1.9
Tilia cordata,6.0,19.0,19.6,44.5,2.6
Tilia cordata,6.0,18.0,12.6,28.6,2.4
Tilia cordata,7.0,16.0,12.6,29.2,2.1
Tilia cordata,6.0,18.0,12.6,25.3,2.4
Tilia cordata,8.0,17.0,12.6,31.7,2.3
Tilia cordata,6.0,14.0,12.6,26.2,1.7
Tilia cordata,6.0,18.0,12.6,28.6,2.4
Tilia cordata,6.0,16.0,12.6,27.5,2.1
Tilia cordata,6.0,16.0,12.6,22.7,2.1
Tilia cordata,6.0,16.0,12.6,25.9,2.1
Tilia cordata,8.0,17.0,28.3,76.8,2.3
Tilia cordata,7.0,18.0,19.6,48.8,2.4
Tilia cordata,6.0,15.0,12.6,26.9,1.9
Tilia cordata,3.0,9.0,3.1,6.1,1.0
Aesculus hippocastanum,4.0,12.0,3.1,7.3,1.6
Aesculus hippocastanum,4.0,11.0,3.1,6.3,1.4
Aesculus hippocastanum,12.0,50.0,78.5,420.4,13.6
Aesculus hippocastanum,4.0,12.0,3.1,7.3,1.6
Aesculus hippocastanum,3.0,9.0,1.3,3.2,1.1
Aesculus hippocastanum,13.0,65.0,78.5,442.8,20.1
Aesculus hippocastanum,4.0,10.0,3.1,6.9,1.3
Aesculus hippocastanum,5.0,19.0,12.6,21.8,3.2
Aesculus hippocastanum,8.0,28.0,38.5,129.4,5.7
Aesculus hippocastanum,9.0,50.0,50.3,213.5,13.4
Aesculus hippocastanum,8.0,28.0,28.3,83.6,5.7
Aesculus hippocastanum,10.0,33.0,50.3,215.2,7.3
Aesculus hippocastanum,12.0,60.0,50.3,283.5,17.7
Aesculus hippocastanum,4.0,11.0,3.1,6.7,1.4
Aesculus hippocastanum,9.0,48.0,28.3,119.7,12.6
Aesculus hippocastanum,3.5,11.0,3.1,6.5,1.4
Aesculus hippocastanum,4.0,12.0,3.1,6.1,1.6
Aesculus hippocastanum,6.0,20.0,12.6,23.6,3.4
Aesculus hippocastanum,8.0,40.0,50.3,203.4,9.6
Aesculus hippocastanum,3.0,9.0,0.8,2.4,1.1
Aesculus hippocastanum,3.5,10.0,3.1,6.6,1.3
Aesculus hippocastanum,3.0,7.0,0.8,2.7,0.8
Aesculus hippocastanum,10.0,58.0,95.0,507.6,16.7
Aesculus hippocastanum,3.0,10.0,3.1,5.1,1.2
Aesculus hippocastanum,3.5,10.0,3.1,6.6,1.3
Aesculus hippocastanum,8.0,44.0,113.1,517.9,11.0
Aesculus hippocastanum,13.0,85.0,113.1,668.5,29.8
Aesculus hippocastanum,12.0,75.0,113.1,636.7,24.7
Aesculus hippocastanum,6.0,18.0,12.6,22.8,3.0
Aesculus hippocastanum,7.0,20.0,12.6,32.6,3.5
Aesculus hippocastanum,8.0,50.0,78.5,390.3,13.3
Aesculus hippocastanum,7.0,45.0,50.3,167.7,11.3
Aesculus hippocastanum,4.0,12.0,7.1,10.9,1.6
Aesculus hippocastanum,6.0,24.0,12.6,27.1,4.5
Aesculus hippocastanum,8.0,35.0,28.3,102.2,7.9
Aesculus hippocastanum,5.0,18.0,12.6,27.8,2.9
Aesculus hippocastanum,9.0,50.0,78.5,329.1,13.4
Aesculus hippocastanum,7.0,19.0,12.6,32.0,3.2
Aesculus hippocastanum,3.0,11.0,3.1,6.4,1.4
Aesculus hippocastanum,7.0,28.0,28.3,69.5,5.6
Aesculus hippocastanum,7.0,28.0,19.6,55.5,5.6
Aesculus hippocastanum,9.0,42.0,78.5,373.9,10.3
Aesculus hippocastanum,3.5,10.0,0.8,2.9,1.3
Aesculus hippocastanum,3.5,11.0,3.1,6.9,1.4
Aesculus hippocastanum,4.0,14.0,3.1,7.8,2.0
Aesculus hippocastanum,10.0,60.0,113.1,583.1,17.6
Aesculus hippocastanum,3.5,9.0,1.8,4.4,1.1
Aesculus hippocastanum,10.0,60.0,78.5,382.3,17.6
Aesculus hippocastanum,10.0,60.0,78.5,357.5,17.6
Aesculus hippocastanum,9.0,32.0,38.5,123.9,6.9
Aesculus hippocastanum,10.0,65.0,78.5,444.4,19.8
Aesculus hippocastanum,10.0,80.0,113.1,645.5,27.0
Aesculus hippocastanum,9.0,40.0,78.5,367.5,9.6
Aesculus hippocastanum,9.0,40.0,78.5,304.2,9.6
Aesculus hippocastanum,10.0,50.0,78.5,312.0,13.4
Aesculus hippocastanum,10.0,55.0,95.0,498.2,15.5
Aesculus hippocastanum,3.5,9.0,1.8,3.6,1.1
Aesculus hippocastanum,3.5,9.0,1.8,4.4,1.1
Aesculus hippocastanum,10.0,60.0,95.0,513.7,17.6
Aesculus hippocastanum,11.0,60.0,113.1,518.5,17.7
Aesculus hippocastanum,4.0,10.0,3.1,6.9,1.3
Aesculus hippocastanum,11.0,70.0,95.0,422.6,22.2
Aesculus hippocastanum,11.0,70.0,95.0,517.2,22.2
Aesculus hippocastanum,4.0,12.0,3.1,5.7,1.6
Aesculus hippocastanum,11.0,70.0,95.0,517.2,22.2
Aesculus hippocastanum,3.5,10.0,3.1,6.6,1.3
Aesculus hippocastanum,11.0,60.0,95.0,519.7,17.7
Aesculus hippocastanum,11.0,80.0,113.1,499.4,27.1
Aesculus hippocastanum,12.0,70.0,113.1,621.4,22.3
Aesculus hippocastanum,12.0,70.0,113.1,621.4,22.3
Aesculus hippocastanum,8.0,22.0,19.6,57.0,4.0
Aesculus hippocastanum,12.0,85.0,113.1,665.5,29.7
Aesculus hippocastanum,3.5,11.0,3.1,6.9,1.4
Aesculus hippocastanum,11.0,70.0,95.0,517.2,22.2
Aesculus hippocastanum,11.0,70.0,95.0,454.1,22.2
Aesculus hippocastanum,3.0,12.0,3.1,6.6,1.6
Aesculus hippocastanum,12.0,80.0,132.7,536.1,27.2
Aesculus hippocastanum,12.0,70.0,113.1,514.3,22.3
Carpinus betulus,6.0,18.5,12.6,32.3,3.6
Carpinus betulus,6.0,26.1,19.6,55.7,5.6
Carpinus betulus,8.0,23.2,19.6,52.2,4.8
Carpinus betulus,9.0,19.7,7.1,23.9,3.9
Carpinus betulus,8.0,70.0,19.6,77.0,0.5
Carpinus betulus,9.0,34.4,50.3,216.0,6.2
Carpinus betulus,9.0,28.7,38.5,156.1,6.3
Carpinus betulus,6.0,17.5,19.6,42.4,3.3
Carpinus betulus,7.0,20.7,28.3,87.9,4.1
Carpinus betulus,8.0,17.5,19.6,57.1,3.3
Carpinus betulus,8.0,23.6,28.3,96.4,4.9
Carpinus betulus,12.0,32.8,50.3,234.1,6.6
Carpinus betulus,8.0,20.7,12.6,31.4,4.1
Carpinus betulus,7.0,18.1,15.9,38.5,3.5
Carpinus betulus,4.0,10.2,7.1,10.4,1.7
Carpinus betulus,7.0,22.9,19.6,59.5,4.7
Tilia cordata,5.0,8.0,3.1,5.1,0.8
Tilia cordata,15.0,65.0,63.6,392.7,13.9
Tilia cordata,20.0,60.0,38.5,231.3,12.5
Tilia cordata,15.0,60.0,28.3,165.9,12.5
Tilia cordata,4.0,10.0,7.1,12.0,1.1
Tilia cordata,3.5,9.0,4.9,7.9,1.0
Tilia cordata,15.0,62.0,38.5,232.1,13.0
Tilia cordata,18.0,60.0,28.3,157.8,12.5
Tilia cordata,18.0,65.0,38.5,265.6,13.9
Tilia cordata,15.0,63.0,50.3,237.3,13.3
Tilia cordata,18.0,62.0,38.5,246.2,13.0
Tilia cordata,18.0,65.0,38.5,250.4,13.9
Tilia cordata,19.0,60.0,28.3,199.7,12.5
Tilia cordata,19.0,60.0,38.5,268.6,12.5
Tilia cordata,4.0,9.0,4.9,8.7,1.0
Tilia cordata,21.0,60.0,50.3,325.8,12.5
Tilia cordata,21.0,60.0,38.5,274.0,12.5
Tilia cordata,21.0,60.0,38.5,290.7,12.5
Tilia cordata,4.0,10.0,7.1,12.0,1.1
Tilia cordata,21.0,66.0,63.6,460.1,14.2
Aesculus hippocastanum,9.0,55.0,113.1,562.9,15.4
Aesculus hippocastanum,5.0,19.0,28.3,71.7,3.2
Aesculus hippocastanum,8.5,50.0,78.5,326.0,13.3
Aesculus hippocastanum,4.0,19.0,12.6,26.7,3.1
Aesculus hippocastanum,3.0,9.0,0.8,2.4,1.1
Aesculus hippocastanum,10.0,65.0,78.5,444.4,19.8
Aesculus hippocastanum,3.5,13.0,3.1,7.3,1.8
Aesculus hippocastanum,3.5,12.0,3.1,5.9,1.6
Aesculus hippocastanum,3.5,13.0,3.1,7.3,1.8
Aesculus hippocastanum,3.5,13.0,3.1,7.3,1.8
Aesculus hippocastanum,4.0,16.0,7.1,14.6,2.4
Aesculus hippocastanum,11.0,80.0,132.7,697.7,27.1
Aesculus hippocastanum,12.0,85.0,132.7,629.4,29.7
Aesculus hippocastanum,12.0,50.0,132.7,488.0,13.6
Aesculus hippocastanum,10.0,48.0,113.1,415.1,12.6
Aesculus hippocastanum,3.0,11.0,3.1,5.6,1.4
Aesculus hippocastanum,9.0,60.0,95.0,507.8,17.5
Aesculus hippocastanum,4.0,15.0,4.9,9.5,2.2
Aesculus hippocastanum,11.0,60.0,95.0,489.8,17.7
Aesculus hippocastanum,10.0,50.0,95.0,454.0,13.4
Aesculus hippocastanum,10.0,55.0,95.0,498.2,15.5
Aesculus hippocastanum,3.5,10.0,4.9,9.0,1.3
Aesculus hippocastanum,3.5,11.0,4.9,7.1,1.4
Aesculus hippocastanum,3.5,12.0,4.9,9.6,1.6
Aesculus hippocastanum,3.0,10.0,1.8,3.6,1.2
Aesculus hippocastanum,9.5,55.0,95.0,466.8,15.4
Aesculus hippocastanum,4.5,13.0,15.9,30.9,1.8
Aesculus hippocastanum,5.5,22.0,38.5,114.2,3.9
Aesculus hippocastanum,3.5,8.0,1.8,4.2,0.9
Aesculus hippocastanum,4.5,12.0,12.6,19.4,1.6
Aesculus hippocastanum,7.0,16.0,12.6,23.2,2.5
Aesculus hippocastanum,7.0,25.0,38.5,104.9,4.8
Aesculus hippocastanum,9.5,55.0,50.3,239.0,15.4
Aesculus hippocastanum,5.5,22.0,19.6,49.9,3.9
Aesculus hippocastanum,5.0,19.0,15.9,36.4,3.2
Aesculus hippocastanum,3.0,9.0,1.8,4.2,1.1
Aesculus hippocastanum,7.0,14.0,19.6,46.1,2.1
Aesculus hippocastanum,7.0,16.0,15.9,29.5,2.5
Aesculus hippocastanum,6.0,13.0,15.9,33.7,1.9
Aesculus hippocastanum,8.5,45.0,38.5,127.5,11.4
Aesculus hippocastanum,10.5,53.0,50.3,213.9,14.7
Aesculus hippocastanum,5.0,11.0,7.1,13.7,1.5
Aesculus hippocastanum,6.0,17.0,12.6,24.0,2.7
Aesculus hippocastanum,9.0,20.0,12.6,30.4,3.6
Aesculus hippocastanum,5.5,13.0,19.6,36.7,1.9
Aesculus hippocastanum,8.0,48.0,50.3,203.7,12.5
Aesculus hippocastanum,5.6,13.0,4.9,8.8,1.9
Aesculus hippocastanum,7.0,22.0,19.6,54.1,4.0
Aesculus hippocastanum,3.0,8.0,3.1,6.1,0.9
Aesculus hippocastanum,11.0,59.0,63.6,353.6,17.2
Aesculus hippocastanum,9.0,40.0,50.3,171.7,9.6
Aesculus hippocastanum,9.0,42.0,50.3,213.8,10.3
Aesculus hippocastanum,11.0,58.0,95.0,425.0,16.8
Aesculus hippocastanum,10.0,56.0,78.5,421.6,15.9
Aesculus hippocastanum,11.0,68.0,113.1,541.9,21.3
Aesculus hippocastanum,12.0,69.0,78.5,471.0,21.8
Aesculus hippocastanum,12.0,55.0,95.0,392.6,15.6
Aesculus hippocastanum,11.0,50.0,78.5,317.8,13.5
Aesculus hippocastanum,12.5,68.0,113.1,616.5,21.4
Aesculus hippocastanum,12.0,58.0,113.1,548.1,16.9
Aesculus hippocastanum,12.0,63.0,113.1,461.1,19.1
Aesculus hippocastanum,12.0,60.0,113.1,487.0,17.7
Aesculus hippocastanum,3.5,13.0,4.9,8.1,1.8
Aesculus hippocastanum,12.5,88.0,122.7,700.8,31.3
Aesculus hippocastanum,3.5,13.0,4.9,7.6,1.8
Aesculus hippocastanum,12.0,62.0,132.7,526.5,18.6
Aesculus hippocastanum,2.5,8.0,1.8,3.4,0.9
Aesculus hippocastanum,2.5,10.0,3.1,6.6,1.2
Aesculus hippocastanum,3.0,10.0,1.8,4.3,1.2
Aesculus hippocastanum,4.0,18.0,12.6,26.2,2.9
Aesculus hippocastanum,5.0,22.0,12.6,24.7,3.9
Aesculus hippocastanum,4.0,16.0,9.6,16.0,2.4
Aesculus hippocastanum,4.0,16.0,9.6,14.9,2.4
Aesculus hippocastanum,4.5,15.0,12.6,25.3,2.2
Aesculus hippocastanum,4.0,16.0,12.6,22.2,2.4
Aesculus hippocastanum,4.5,16.0,9.6,19.9,2.5
Aesculus hippocastanum,4.0,15.0,4.9,10.1,2.2
Aesculus hippocastanum,3.0,10.0,3.1,6.6,1.2
Aesculus hippocastanum,3.0,9.0,3.1,6.3,1.1
Aesculus hippocastanum,11.0,60.0,78.5,440.1,17.7
